MATC,MATK,TEN,LOAI,GIONG,NGAYSINH,GIOITINH,TINHTRANGSUCKHOE
26429,24986,Jane,Chó,Ta,2021-11-11,Nam,Khỏe
26430,1144,John,Mèo,Ta,2023-11-23,Nữ,Khỏe
26431,124,Jane,Chó,Ta,2021-08-07,Nam,Khỏe
26432,16918,Jane,Mèo,Ta,2021-04-30,Nam,Khỏe
26433,827,Jane,Mèo,Ta,2021-08-04,Nữ,Khỏe
26434,9454,Jane,Mèo,Ta,2021-10-02,Nữ,Khỏe
26435,15204,Jane,Mèo,Ta,2020-04-09,Nữ,Khỏe
26436,21244,Jane,Mèo,Ta,2023-06-17,Nam,Khỏe
26437,3677,John,Chó,Ta,2020-02-15,Nam,Khỏe
26438,14522,John,Mèo,Ta,2020-08-23,Nữ,Khỏe
26439,18005,John,Chó,Ta,2021-12-19,Nam,Khỏe
26440,8269,Jane,Chó,Ta,2024-06-24,Nữ,Khỏe
26441,7497,John,Mèo,Ta,2021-09-07,Nam,Khỏe
26442,26623,Jane,Mèo,Ta,2020-11-15,Nam,Khỏe
26443,11220,Jane,Mèo,Ta,2020-04-21,Nữ,Khỏe
26444,2696,John,Chó,Ta,2024-03-19,Nữ,Khỏe
26445,24544,Jane,Chó,Ta,2024-04-04,Nữ,Khỏe
26446,14979,Jane,Mèo,Ta,2020-12-05,Nữ,Khỏe
26447,4794,John,Mèo,Ta,2022-04-25,Nam,Khỏe
26448,18287,John,Mèo,Ta,2020-07-16,Nam,Khỏe
26449,1540,Jane,Chó,Ta,2023-01-17,Nam,Khỏe
26450,19567,Jane,Mèo,Ta,2021-11-27,Nam,Khỏe
26451,15566,John,Chó,Ta,2020-03-25,Nữ,Khỏe
26452,14402,John,Mèo,Ta,2023-09-08,Nữ,Khỏe
26453,13777,Jane,Mèo,Ta,2024-08-28,Nam,Khỏe
26454,7241,John,Mèo,Ta,2020-02-25,Nam,Khỏe
26455,14982,Jane,Chó,Ta,2023-03-25,Nam,Khỏe
26456,7391,Jane,Mèo,Ta,2022-04-15,Nam,Khỏe
26457,27215,John,Chó,Ta,2021-04-21,Nữ,Khỏe
26458,16546,John,Mèo,Ta,2021-11-30,Nam,Khỏe
26459,7441,John,Mèo,Ta,2021-12-12,Nam,Khỏe
26460,22255,Jane,Mèo,Ta,2024-04-12,Nam,Khỏe
26461,26388,Jane,Chó,Ta,2022-12-13,Nữ,Khỏe
26462,19689,Jane,Mèo,Ta,2022-04-20,Nam,Khỏe
26463,20030,Jane,Mèo,Ta,2020-01-12,Nữ,Khỏe
26464,27744,John,Chó,Ta,2023-08-27,Nam,Khỏe
26465,21873,Jane,Chó,Ta,2020-02-04,Nam,Khỏe
26466,16679,Jane,Chó,Ta,2020-07-14,Nữ,Khỏe
26467,10462,John,Chó,Ta,2021-02-20,Nam,Khỏe
26468,27636,John,Mèo,Ta,2024-02-11,Nam,Khỏe
26469,15164,Jane,Mèo,Ta,2024-03-20,Nam,Khỏe
26470,11278,Jane,Mèo,Ta,2021-09-23,Nam,Khỏe
26471,7429,John,Chó,Ta,2020-11-07,Nam,Khỏe
26472,10297,Jane,Chó,Ta,2022-06-27,Nam,Khỏe
26473,3366,Jane,Chó,Ta,2023-10-24,Nữ,Khỏe
26474,9071,John,Mèo,Ta,2024-08-02,Nữ,Khỏe
26475,17466,Jane,Mèo,Ta,2022-02-05,Nam,Khỏe
26476,7090,Jane,Mèo,Ta,2021-11-09,Nam,Khỏe
26477,16727,Jane,Chó,Ta,2022-01-29,Nam,Khỏe
26478,11129,John,Chó,Ta,2024-04-11,Nữ,Khỏe
26479,17136,John,Chó,Ta,2024-09-24,Nữ,Khỏe
26480,8616,John,Chó,Ta,2020-05-05,Nam,Khỏe
26481,20140,Jane,Chó,Ta,2021-08-03,Nam,Khỏe
26482,10964,Jane,Chó,Ta,2023-10-19,Nam,Khỏe
26483,27460,John,Chó,Ta,2022-09-21,Nữ,Khỏe
26484,16154,Jane,Chó,Ta,2021-07-23,Nam,Khỏe
26485,23368,Jane,Mèo,Ta,2024-07-01,Nữ,Khỏe
26486,486,Jane,Mèo,Ta,2021-11-06,Nam,Khỏe
26487,12213,Jane,Mèo,Ta,2021-12-30,Nữ,Khỏe
26488,14061,John,Mèo,Ta,2020-04-21,Nữ,Khỏe
26489,3657,John,Mèo,Ta,2023-03-24,Nam,Khỏe
26490,1250,Jane,Mèo,Ta,2022-02-25,Nam,Khỏe
26491,23793,John,Mèo,Ta,2024-05-06,Nữ,Khỏe
26492,9607,John,Mèo,Ta,2023-01-05,Nữ,Khỏe
26493,9205,John,Mèo,Ta,2020-12-29,Nữ,Khỏe
26494,20397,Jane,Mèo,Ta,2024-05-15,Nữ,Khỏe
26495,12208,John,Mèo,Ta,2020-10-13,Nữ,Khỏe
26496,24226,John,Chó,Ta,2023-03-14,Nam,Khỏe
26497,3588,Jane,Mèo,Ta,2020-01-19,Nữ,Khỏe
26498,5865,Jane,Mèo,Ta,2024-07-09,Nam,Khỏe
26499,4219,Jane,Mèo,Ta,2022-10-23,Nữ,Khỏe
26500,6833,Jane,Mèo,Ta,2023-07-11,Nữ,Khỏe
26501,9427,Jane,Mèo,Ta,2020-12-08,Nữ,Khỏe
26502,22995,Jane,Mèo,Ta,2020-02-21,Nam,Khỏe
26503,15602,John,Chó,Ta,2023-09-23,Nữ,Khỏe
26504,26586,Jane,Mèo,Ta,2022-02-06,Nữ,Khỏe
26505,9019,John,Chó,Ta,2020-03-30,Nữ,Khỏe
26506,4878,Jane,Mèo,Ta,2020-12-09,Nữ,Khỏe
26507,12655,John,Mèo,Ta,2021-07-15,Nam,Khỏe
26508,25313,John,Chó,Ta,2023-12-15,Nam,Khỏe
26509,29983,John,Mèo,Ta,2020-11-03,Nam,Khỏe
26510,6149,Jane,Chó,Ta,2020-08-18,Nữ,Khỏe
26511,23827,John,Chó,Ta,2020-09-16,Nữ,Khỏe
26512,15758,John,Mèo,Ta,2023-02-18,Nữ,Khỏe
26513,14357,John,Chó,Ta,2022-03-23,Nữ,Khỏe
26514,1072,Jane,Chó,Ta,2023-08-01,Nữ,Khỏe
26515,18553,Jane,Chó,Ta,2023-09-18,Nam,Khỏe
26516,20246,Jane,Mèo,Ta,2020-01-13,Nữ,Khỏe
26517,10656,John,Mèo,Ta,2021-10-24,Nữ,Khỏe
26518,24324,Jane,Chó,Ta,2023-04-24,Nữ,Khỏe
26519,16432,Jane,Chó,Ta,2022-01-25,Nữ,Khỏe
26520,3157,John,Mèo,Ta,2020-05-12,Nam,Khỏe
26521,23653,John,Mèo,Ta,2023-12-15,Nam,Khỏe
26522,13845,Jane,Mèo,Ta,2023-06-18,Nam,Khỏe
26523,22478,John,Mèo,Ta,2023-10-26,Nữ,Khỏe
26524,9286,John,Mèo,Ta,2020-03-02,Nam,Khỏe
26525,26117,John,Mèo,Ta,2022-11-25,Nam,Khỏe
26526,16100,John,Chó,Ta,2020-01-02,Nữ,Khỏe
26527,14983,John,Chó,Ta,2024-07-05,Nữ,Khỏe
26528,25079,John,Mèo,Ta,2020-01-04,Nữ,Khỏe
26529,17182,Jane,Mèo,Ta,2022-03-26,Nam,Khỏe
26530,29857,John,Chó,Ta,2020-01-12,Nam,Khỏe
26531,26364,John,Chó,Ta,2020-11-21,Nam,Khỏe
26532,10594,John,Chó,Ta,2020-02-01,Nam,Khỏe
26533,27896,John,Chó,Ta,2023-06-18,Nam,Khỏe
26534,13645,Jane,Mèo,Ta,2023-02-27,Nữ,Khỏe
26535,11071,Jane,Chó,Ta,2021-07-10,Nam,Khỏe
26536,14512,Jane,Chó,Ta,2020-08-29,Nữ,Khỏe
26537,1615,Jane,Chó,Ta,2023-07-06,Nam,Khỏe
26538,22152,Jane,Mèo,Ta,2024-07-08,Nam,Khỏe
26539,8819,Jane,Chó,Ta,2022-05-04,Nữ,Khỏe
26540,5896,John,Chó,Ta,2024-06-09,Nam,Khỏe
26541,2612,John,Mèo,Ta,2023-06-07,Nam,Khỏe
26542,7033,John,Chó,Ta,2022-07-01,Nam,Khỏe
26543,9944,Jane,Chó,Ta,2024-11-28,Nam,Khỏe
26544,16225,John,Chó,Ta,2022-08-04,Nữ,Khỏe
26545,13357,John,Chó,Ta,2024-03-20,Nữ,Khỏe
26546,22992,Jane,Mèo,Ta,2020-11-04,Nữ,Khỏe
26547,497,Jane,Mèo,Ta,2020-04-26,Nam,Khỏe
26548,27713,Jane,Mèo,Ta,2024-06-24,Nữ,Khỏe
26549,17820,John,Chó,Ta,2023-10-11,Nam,Khỏe
26550,23498,Jane,Mèo,Ta,2020-11-02,Nam,Khỏe
26551,24622,John,Chó,Ta,2023-01-08,Nữ,Khỏe
26552,4134,Jane,Chó,Ta,2023-08-10,Nữ,Khỏe
26553,19831,John,Mèo,Ta,2024-03-23,Nam,Khỏe
26554,7184,John,Chó,Ta,2021-12-30,Nam,Khỏe
26555,25676,John,Chó,Ta,2024-03-18,Nữ,Khỏe
26556,9748,John,Mèo,Ta,2024-09-22,Nữ,Khỏe
26557,17930,Jane,Mèo,Ta,2022-06-05,Nữ,Khỏe
26558,628,Jane,Chó,Ta,2020-10-10,Nữ,Khỏe
26559,5753,John,Chó,Ta,2022-12-20,Nữ,Khỏe
26560,26062,John,Chó,Ta,2021-01-05,Nữ,Khỏe
26561,5360,Jane,Chó,Ta,2021-10-31,Nữ,Khỏe
26562,28,Jane,Chó,Ta,2022-11-20,Nam,Khỏe
26563,4326,John,Mèo,Ta,2020-02-22,Nữ,Khỏe
26564,13337,Jane,Chó,Ta,2024-06-21,Nam,Khỏe
26565,13404,Jane,Mèo,Ta,2020-10-23,Nam,Khỏe
26566,8909,John,Mèo,Ta,2023-09-20,Nam,Khỏe
26567,25224,Jane,Chó,Ta,2021-05-12,Nữ,Khỏe
26568,17327,Jane,Chó,Ta,2021-04-08,Nam,Khỏe
26569,20208,John,Chó,Ta,2024-10-15,Nam,Khỏe
26570,7169,Jane,Chó,Ta,2020-05-24,Nữ,Khỏe
26571,1982,John,Mèo,Ta,2021-10-30,Nam,Khỏe
26572,11929,Jane,Chó,Ta,2024-06-04,Nữ,Khỏe
26573,8974,John,Chó,Ta,2021-12-11,Nam,Khỏe
26574,11664,Jane,Chó,Ta,2024-08-05,Nam,Khỏe
26575,21656,Jane,Mèo,Ta,2021-06-02,Nữ,Khỏe
26576,2471,Jane,Mèo,Ta,2020-06-10,Nữ,Khỏe
26577,21135,John,Mèo,Ta,2024-03-10,Nữ,Khỏe
26578,439,Jane,Mèo,Ta,2022-12-13,Nữ,Khỏe
26579,23739,Jane,Mèo,Ta,2020-07-14,Nữ,Khỏe
26580,20292,Jane,Chó,Ta,2020-01-20,Nữ,Khỏe
26581,24226,Jane,Chó,Ta,2022-06-05,Nữ,Khỏe
26582,1333,Jane,Chó,Ta,2023-10-15,Nữ,Khỏe
26583,15826,Jane,Mèo,Ta,2022-07-26,Nam,Khỏe
26584,24196,Jane,Mèo,Ta,2022-04-14,Nam,Khỏe
26585,13458,Jane,Mèo,Ta,2022-04-29,Nam,Khỏe
26586,13096,John,Chó,Ta,2020-09-21,Nam,Khỏe
26587,20636,John,Chó,Ta,2023-10-31,Nam,Khỏe
26588,13503,John,Mèo,Ta,2021-08-27,Nam,Khỏe
26589,5052,Jane,Chó,Ta,2024-01-11,Nữ,Khỏe
26590,24933,John,Mèo,Ta,2024-10-08,Nữ,Khỏe
26591,14073,John,Chó,Ta,2021-11-16,Nữ,Khỏe
26592,2373,Jane,Chó,Ta,2020-11-08,Nam,Khỏe
26593,8539,Jane,Mèo,Ta,2023-09-17,Nữ,Khỏe
26594,20701,Jane,Chó,Ta,2023-12-07,Nam,Khỏe
26595,7379,Jane,Mèo,Ta,2020-08-19,Nam,Khỏe
26596,16765,John,Mèo,Ta,2024-04-06,Nam,Khỏe
26597,10878,John,Chó,Ta,2021-03-08,Nam,Khỏe
26598,18922,Jane,Chó,Ta,2023-04-07,Nữ,Khỏe
26599,979,Jane,Mèo,Ta,2023-06-22,Nữ,Khỏe
26600,26618,John,Chó,Ta,2022-02-05,Nam,Khỏe
26601,29975,Jane,Chó,Ta,2022-11-26,Nữ,Khỏe
26602,21034,John,Chó,Ta,2024-05-21,Nam,Khỏe
26603,12051,John,Mèo,Ta,2022-02-23,Nam,Khỏe
26604,17709,Jane,Chó,Ta,2021-09-01,Nữ,Khỏe
26605,11341,John,Mèo,Ta,2024-07-24,Nữ,Khỏe
26606,19821,Jane,Mèo,Ta,2022-08-06,Nam,Khỏe
26607,26986,John,Chó,Ta,2024-12-14,Nữ,Khỏe
26608,20709,Jane,Mèo,Ta,2024-10-28,Nam,Khỏe
26609,12133,Jane,Mèo,Ta,2023-12-05,Nam,Khỏe
26610,16904,John,Mèo,Ta,2021-02-04,Nam,Khỏe
26611,6436,Jane,Chó,Ta,2020-07-31,Nam,Khỏe
26612,14928,Jane,Chó,Ta,2022-04-21,Nam,Khỏe
26613,24921,Jane,Chó,Ta,2020-10-13,Nam,Khỏe
26614,1745,John,Chó,Ta,2022-05-15,Nữ,Khỏe
26615,27437,Jane,Chó,Ta,2022-09-16,Nữ,Khỏe
26616,13627,Jane,Chó,Ta,2022-03-22,Nam,Khỏe
26617,12890,Jane,Chó,Ta,2023-09-08,Nữ,Khỏe
26618,18485,John,Chó,Ta,2021-12-14,Nam,Khỏe
26619,6,Jane,Chó,Ta,2021-06-03,Nữ,Khỏe
26620,1385,John,Chó,Ta,2024-05-22,Nữ,Khỏe
26621,6863,John,Chó,Ta,2021-12-25,Nam,Khỏe
26622,14838,John,Mèo,Ta,2020-04-16,Nam,Khỏe
26623,27034,John,Mèo,Ta,2024-04-13,Nam,Khỏe
26624,26928,John,Mèo,Ta,2023-06-22,Nam,Khỏe
26625,27000,Jane,Chó,Ta,2020-09-14,Nam,Khỏe
26626,18926,Jane,Chó,Ta,2024-08-01,Nam,Khỏe
26627,19228,John,Mèo,Ta,2020-07-11,Nam,Khỏe
26628,9875,Jane,Chó,Ta,2020-10-20,Nữ,Khỏe
26629,22242,Jane,Mèo,Ta,2024-04-30,Nữ,Khỏe
26630,5239,Jane,Chó,Ta,2023-04-27,Nữ,Khỏe
26631,19761,John,Mèo,Ta,2020-02-15,Nữ,Khỏe
26632,20503,John,Mèo,Ta,2021-05-16,Nữ,Khỏe
26633,11157,Jane,Chó,Ta,2021-04-07,Nữ,Khỏe
26634,14315,Jane,Chó,Ta,2023-11-14,Nam,Khỏe
26635,20641,Jane,Chó,Ta,2020-10-17,Nam,Khỏe
26636,12220,Jane,Chó,Ta,2021-06-22,Nam,Khỏe
26637,26356,Jane,Chó,Ta,2021-12-07,Nam,Khỏe
26638,16813,Jane,Chó,Ta,2020-03-08,Nam,Khỏe
26639,16061,Jane,Chó,Ta,2023-11-27,Nam,Khỏe
26640,8727,John,Chó,Ta,2020-01-19,Nữ,Khỏe
26641,8683,Jane,Mèo,Ta,2023-01-19,Nam,Khỏe
26642,19135,John,Chó,Ta,2023-10-11,Nam,Khỏe
26643,22035,John,Chó,Ta,2023-02-15,Nam,Khỏe
26644,12524,Jane,Chó,Ta,2024-12-05,Nam,Khỏe
26645,21797,John,Chó,Ta,2021-08-17,Nam,Khỏe
26646,20779,Jane,Chó,Ta,2021-04-29,Nam,Khỏe
26647,15588,John,Chó,Ta,2022-04-16,Nam,Khỏe
26648,15333,John,Chó,Ta,2022-05-31,Nữ,Khỏe
26649,19884,John,Mèo,Ta,2024-11-30,Nam,Khỏe
26650,8333,John,Mèo,Ta,2024-01-30,Nữ,Khỏe
26651,12219,Jane,Chó,Ta,2021-05-06,Nam,Khỏe
26652,21058,Jane,Chó,Ta,2024-02-20,Nữ,Khỏe
26653,1044,John,Chó,Ta,2022-07-05,Nữ,Khỏe
26654,29560,John,Mèo,Ta,2021-04-14,Nam,Khỏe
26655,19314,Jane,Mèo,Ta,2022-06-28,Nam,Khỏe
26656,24441,Jane,Chó,Ta,2020-03-25,Nam,Khỏe
26657,7104,John,Mèo,Ta,2023-11-21,Nam,Khỏe
26658,27529,John,Mèo,Ta,2024-09-13,Nam,Khỏe
26659,19603,John,Chó,Ta,2022-10-11,Nam,Khỏe
26660,13319,John,Chó,Ta,2021-09-29,Nữ,Khỏe
26661,12737,Jane,Chó,Ta,2024-02-04,Nam,Khỏe
26662,1014,John,Chó,Ta,2024-06-16,Nữ,Khỏe
26663,2692,John,Chó,Ta,2024-07-12,Nam,Khỏe
26664,12608,Jane,Chó,Ta,2022-12-31,Nữ,Khỏe
26665,19166,John,Chó,Ta,2021-01-26,Nữ,Khỏe
26666,22787,John,Chó,Ta,2023-10-02,Nam,Khỏe
26667,13014,Jane,Mèo,Ta,2020-02-14,Nữ,Khỏe
26668,3207,John,Mèo,Ta,2024-10-05,Nam,Khỏe
26669,9541,Jane,Chó,Ta,2020-10-20,Nữ,Khỏe
26670,26831,John,Mèo,Ta,2022-02-06,Nam,Khỏe
26671,24618,John,Chó,Ta,2020-08-01,Nữ,Khỏe
26672,16671,Jane,Chó,Ta,2023-05-23,Nữ,Khỏe
26673,25913,John,Mèo,Ta,2024-11-17,Nữ,Khỏe
26674,5601,Jane,Chó,Ta,2024-06-25,Nam,Khỏe
26675,10304,John,Chó,Ta,2024-06-03,Nữ,Khỏe
26676,17251,Jane,Chó,Ta,2022-03-05,Nữ,Khỏe
26677,26344,Jane,Mèo,Ta,2024-04-02,Nữ,Khỏe
26678,28696,Jane,Mèo,Ta,2024-07-27,Nam,Khỏe
26679,4273,Jane,Chó,Ta,2020-02-12,Nữ,Khỏe
26680,18897,John,Mèo,Ta,2024-09-03,Nam,Khỏe
26681,16067,Jane,Chó,Ta,2022-10-30,Nữ,Khỏe
26682,29634,Jane,Chó,Ta,2022-12-31,Nữ,Khỏe
26683,5109,Jane,Chó,Ta,2020-03-05,Nữ,Khỏe
26684,19568,Jane,Chó,Ta,2024-06-08,Nữ,Khỏe
26685,5809,Jane,Chó,Ta,2023-06-06,Nữ,Khỏe
26686,11411,Jane,Mèo,Ta,2023-07-25,Nam,Khỏe
26687,10281,Jane,Chó,Ta,2024-03-23,Nữ,Khỏe
26688,20945,Jane,Chó,Ta,2022-04-18,Nữ,Khỏe
26689,1560,John,Chó,Ta,2021-12-10,Nữ,Khỏe
26690,13095,John,Mèo,Ta,2020-05-31,Nam,Khỏe
26691,19184,Jane,Mèo,Ta,2023-06-20,Nữ,Khỏe
26692,4668,John,Mèo,Ta,2021-04-07,Nam,Khỏe
26693,28476,Jane,Chó,Ta,2023-10-22,Nữ,Khỏe
26694,8119,John,Chó,Ta,2020-09-26,Nữ,Khỏe
26695,7443,Jane,Chó,Ta,2023-03-29,Nam,Khỏe
26696,12569,Jane,Chó,Ta,2020-11-02,Nam,Khỏe
26697,8464,Jane,Mèo,Ta,2020-05-31,Nam,Khỏe
26698,16016,John,Chó,Ta,2020-04-26,Nữ,Khỏe
26699,7321,John,Mèo,Ta,2023-02-07,Nam,Khỏe
26700,29348,Jane,Chó,Ta,2024-11-09,Nam,Khỏe
26701,2709,Jane,Mèo,Ta,2020-12-02,Nữ,Khỏe
26702,4616,Jane,Mèo,Ta,2021-09-28,Nam,Khỏe
26703,18406,Jane,Chó,Ta,2024-07-10,Nam,Khỏe
26704,13553,Jane,Chó,Ta,2020-11-10,Nam,Khỏe
26705,18241,John,Mèo,Ta,2021-10-15,Nam,Khỏe
26706,23651,Jane,Chó,Ta,2022-03-20,Nam,Khỏe
26707,21817,Jane,Chó,Ta,2023-06-29,Nam,Khỏe
26708,15487,John,Chó,Ta,2022-03-09,Nam,Khỏe
26709,11598,Jane,Mèo,Ta,2023-04-05,Nữ,Khỏe
26710,15468,John,Chó,Ta,2020-12-23,Nữ,Khỏe
26711,9477,John,Mèo,Ta,2021-09-11,Nữ,Khỏe
26712,9510,John,Mèo,Ta,2021-07-28,Nam,Khỏe
26713,27944,Jane,Mèo,Ta,2020-11-05,Nam,Khỏe
26714,19668,John,Mèo,Ta,2024-12-27,Nữ,Khỏe
26715,4705,Jane,Mèo,Ta,2023-07-28,Nam,Khỏe
26716,12679,Jane,Mèo,Ta,2024-04-02,Nữ,Khỏe
26717,23835,John,Chó,Ta,2020-01-03,Nữ,Khỏe
26718,29321,Jane,Chó,Ta,2021-05-16,Nữ,Khỏe
26719,22248,John,Mèo,Ta,2023-04-13,Nam,Khỏe
26720,5176,Jane,Mèo,Ta,2020-02-08,Nữ,Khỏe
26721,26161,Jane,Chó,Ta,2021-11-01,Nữ,Khỏe
26722,836,John,Chó,Ta,2021-02-25,Nữ,Khỏe
26723,24993,Jane,Chó,Ta,2020-02-16,Nam,Khỏe
26724,13542,Jane,Chó,Ta,2020-04-30,Nam,Khỏe
26725,14024,John,Mèo,Ta,2023-01-19,Nữ,Khỏe
26726,5177,John,Mèo,Ta,2022-02-15,Nữ,Khỏe
26727,23209,John,Chó,Ta,2022-05-16,Nữ,Khỏe
26728,5024,Jane,Mèo,Ta,2022-04-02,Nam,Khỏe
26729,29492,John,Mèo,Ta,2023-08-11,Nam,Khỏe
26730,3442,Jane,Chó,Ta,2020-04-16,Nữ,Khỏe
26731,3908,John,Chó,Ta,2020-11-22,Nữ,Khỏe
26732,4877,John,Mèo,Ta,2024-05-19,Nam,Khỏe
26733,7560,Jane,Mèo,Ta,2020-01-13,Nam,Khỏe
26734,16743,John,Mèo,Ta,2024-08-10,Nam,Khỏe
26735,8115,John,Mèo,Ta,2021-08-21,Nữ,Khỏe
26736,15355,John,Mèo,Ta,2021-09-29,Nữ,Khỏe
26737,7764,Jane,Chó,Ta,2020-10-01,Nữ,Khỏe
26738,8644,John,Chó,Ta,2024-02-05,Nam,Khỏe
26739,27723,John,Chó,Ta,2022-03-28,Nam,Khỏe
26740,26736,John,Chó,Ta,2020-05-07,Nữ,Khỏe
26741,20822,John,Chó,Ta,2020-12-10,Nam,Khỏe
26742,21897,John,Mèo,Ta,2023-03-03,Nữ,Khỏe
26743,3567,Jane,Mèo,Ta,2020-10-14,Nam,Khỏe
26744,2473,Jane,Chó,Ta,2020-06-11,Nữ,Khỏe
26745,6628,Jane,Chó,Ta,2022-10-21,Nam,Khỏe
26746,29216,Jane,Chó,Ta,2020-02-03,Nữ,Khỏe
26747,2751,Jane,Chó,Ta,2021-08-02,Nữ,Khỏe
26748,3261,John,Chó,Ta,2023-01-25,Nam,Khỏe
26749,23084,John,Mèo,Ta,2022-02-26,Nam,Khỏe
26750,25277,Jane,Mèo,Ta,2024-09-18,Nam,Khỏe
26751,21599,John,Chó,Ta,2022-11-26,Nam,Khỏe
26752,26493,Jane,Chó,Ta,2024-02-22,Nữ,Khỏe
26753,15131,John,Chó,Ta,2024-04-22,Nam,Khỏe
26754,26583,John,Mèo,Ta,2024-10-03,Nam,Khỏe
26755,23657,John,Chó,Ta,2020-11-06,Nam,Khỏe
26756,8025,John,Mèo,Ta,2021-07-12,Nữ,Khỏe
26757,22385,John,Chó,Ta,2020-10-07,Nam,Khỏe
26758,28178,John,Mèo,Ta,2021-04-28,Nữ,Khỏe
26759,21102,Jane,Chó,Ta,2021-06-11,Nữ,Khỏe
26760,9272,John,Chó,Ta,2020-01-28,Nữ,Khỏe
26761,873,Jane,Chó,Ta,2022-07-12,Nữ,Khỏe
26762,14008,John,Chó,Ta,2022-12-03,Nữ,Khỏe
26763,5662,Jane,Mèo,Ta,2021-10-30,Nữ,Khỏe
26764,5835,John,Chó,Ta,2021-08-29,Nam,Khỏe
26765,21531,John,Mèo,Ta,2024-09-03,Nữ,Khỏe
26766,29995,Jane,Mèo,Ta,2023-06-24,Nữ,Khỏe
26767,11900,John,Mèo,Ta,2024-07-08,Nữ,Khỏe
26768,9117,Jane,Chó,Ta,2020-12-08,Nam,Khỏe
26769,24580,John,Mèo,Ta,2024-08-11,Nam,Khỏe
26770,12571,John,Chó,Ta,2022-03-29,Nam,Khỏe
26771,710,Jane,Mèo,Ta,2023-08-25,Nam,Khỏe
26772,21264,Jane,Mèo,Ta,2022-09-20,Nữ,Khỏe
26773,6401,John,Mèo,Ta,2023-04-28,Nữ,Khỏe
26774,7985,John,Mèo,Ta,2020-06-18,Nữ,Khỏe
26775,6020,Jane,Mèo,Ta,2023-03-10,Nam,Khỏe
26776,1428,John,Chó,Ta,2020-05-21,Nam,Khỏe
26777,8189,Jane,Chó,Ta,2024-02-22,Nam,Khỏe
26778,3219,Jane,Chó,Ta,2020-12-16,Nam,Khỏe
26779,7056,Jane,Mèo,Ta,2021-11-01,Nữ,Khỏe
26780,18171,John,Mèo,Ta,2023-05-25,Nam,Khỏe
26781,15846,Jane,Chó,Ta,2023-09-22,Nữ,Khỏe
26782,15960,John,Chó,Ta,2023-01-30,Nữ,Khỏe
26783,29779,Jane,Mèo,Ta,2023-09-05,Nữ,Khỏe
26784,27890,Jane,Chó,Ta,2023-02-13,Nữ,Khỏe
26785,6291,John,Chó,Ta,2024-05-16,Nam,Khỏe
26786,18127,Jane,Mèo,Ta,2024-07-12,Nam,Khỏe
26787,6047,John,Mèo,Ta,2023-03-17,Nam,Khỏe
26788,13450,John,Mèo,Ta,2022-04-11,Nam,Khỏe
26789,19130,Jane,Mèo,Ta,2022-11-12,Nữ,Khỏe
26790,7482,John,Mèo,Ta,2024-08-16,Nữ,Khỏe
26791,3102,Jane,Chó,Ta,2023-02-13,Nam,Khỏe
26792,24655,Jane,Mèo,Ta,2022-09-23,Nam,Khỏe
26793,12991,Jane,Mèo,Ta,2023-09-01,Nữ,Khỏe
26794,25310,John,Mèo,Ta,2024-07-05,Nữ,Khỏe
26795,9158,Jane,Mèo,Ta,2020-04-10,Nam,Khỏe
26796,231,Jane,Mèo,Ta,2024-09-14,Nam,Khỏe
26797,14170,John,Chó,Ta,2024-03-29,Nam,Khỏe
26798,12179,Jane,Mèo,Ta,2020-10-25,Nam,Khỏe
26799,17673,John,Chó,Ta,2022-08-23,Nữ,Khỏe
26800,4509,John,Mèo,Ta,2020-06-27,Nữ,Khỏe
26801,10293,Jane,Chó,Ta,2020-03-10,Nam,Khỏe
26802,17319,Jane,Chó,Ta,2022-11-07,Nữ,Khỏe
26803,24228,John,Chó,Ta,2024-05-25,Nam,Khỏe
26804,29789,John,Chó,Ta,2020-10-16,Nam,Khỏe
26805,21918,Jane,Mèo,Ta,2021-05-12,Nữ,Khỏe
26806,24014,Jane,Mèo,Ta,2020-06-14,Nam,Khỏe
26807,25015,Jane,Mèo,Ta,2020-05-03,Nữ,Khỏe
26808,21856,John,Chó,Ta,2022-10-24,Nam,Khỏe
26809,8248,John,Mèo,Ta,2020-03-09,Nữ,Khỏe
26810,29767,John,Mèo,Ta,2021-07-09,Nam,Khỏe
26811,8036,John,Mèo,Ta,2023-08-10,Nữ,Khỏe
26812,22343,Jane,Mèo,Ta,2024-12-02,Nam,Khỏe
26813,12509,Jane,Chó,Ta,2022-08-27,Nam,Khỏe
26814,24324,Jane,Chó,Ta,2022-05-07,Nữ,Khỏe
26815,27938,Jane,Mèo,Ta,2021-04-20,Nữ,Khỏe
26816,19793,Jane,Chó,Ta,2021-10-13,Nam,Khỏe
26817,11313,John,Mèo,Ta,2023-01-21,Nữ,Khỏe
26818,13317,John,Mèo,Ta,2022-08-03,Nữ,Khỏe
26819,28766,Jane,Chó,Ta,2020-10-31,Nữ,Khỏe
26820,8660,John,Chó,Ta,2021-06-11,Nam,Khỏe
26821,29231,John,Mèo,Ta,2024-02-26,Nam,Khỏe
26822,13586,John,Chó,Ta,2021-06-03,Nam,Khỏe
26823,15418,Jane,Chó,Ta,2020-01-08,Nữ,Khỏe
26824,29472,John,Chó,Ta,2024-10-13,Nam,Khỏe
26825,1338,Jane,Mèo,Ta,2024-02-05,Nữ,Khỏe
26826,9958,Jane,Chó,Ta,2024-06-17,Nữ,Khỏe
