MADK,MAGT,MATC,NGAYDANGKY,NGAYHETHAN,SOMUIDATIEM
12848,12,34229,2022-10-11,,2
12849,6,10536,2023-06-19,,4
12850,12,44141,2024-04-02,,1
12851,13,22318,2024-04-07,,5
12852,5,13583,2022-01-16,,4
12853,18,29823,2024-12-08,,1
12854,8,8620,2023-05-28,,0
12855,12,44759,2022-04-17,,5
12856,20,24347,2024-06-08,,5
12857,9,41292,2022-12-02,,2
12858,3,41954,2024-06-13,,5
12859,20,37840,2022-09-10,,1
12860,6,32639,2023-05-11,,2
12861,4,22825,2023-02-08,,2
12862,15,554,2022-01-19,,5
12863,16,42068,2022-02-27,,5
12864,1,39716,2024-09-04,,5
12865,12,40439,2023-06-29,,5
12866,14,55,2024-01-26,,1
12867,15,33669,2024-02-11,,5
12868,8,29569,2024-04-23,,4
12869,17,43611,2024-07-31,,5
12870,15,32956,2022-05-25,,4
12871,6,22502,2023-11-15,,4
12872,7,8666,2024-09-04,,0
12873,19,31775,2024-07-14,,3
12874,1,15996,2024-12-05,,2
12875,6,17009,2022-10-30,,0
12876,8,38344,2024-09-19,,2
12877,14,34613,2022-03-30,,4
12878,4,9700,2024-09-24,,4
12879,1,13169,2022-04-20,,5
12880,2,21784,2022-01-18,,2
12881,16,23826,2022-12-05,,2
12882,10,28857,2023-04-15,,1
12883,7,33096,2023-12-01,,2
12884,3,13342,2023-06-09,,5
12885,1,2488,2023-11-08,,1
12886,14,21785,2023-10-22,,1
12887,8,42104,2023-01-07,,0
12888,3,3109,2022-06-27,,2
12889,3,18097,2023-04-05,,5
12890,4,12680,2022-07-01,,5
12891,6,5586,2023-11-08,,0
12892,1,40342,2023-03-15,,0
12893,2,21813,2022-12-16,,0
12894,14,20402,2023-07-03,,1
12895,17,21512,2024-09-08,,4
12896,15,41612,2024-09-04,,4
12897,17,30147,2023-04-12,,0
12898,8,12107,2024-04-19,,3
12899,6,27621,2024-04-17,,5
12900,1,10856,2023-08-22,,0
12901,19,15967,2023-02-13,,1
12902,8,31713,2022-01-09,,2
12903,14,15605,2022-09-19,,0
12904,6,13342,2024-02-02,,4
12905,8,601,2023-07-06,,5
12906,18,5070,2024-07-03,,5
12907,11,25157,2024-05-23,,1
12908,20,29581,2023-02-25,,1
12909,13,29415,2023-07-21,,1
12910,8,34948,2023-04-13,,3
12911,20,11891,2024-11-22,,5
12912,16,21181,2022-06-06,,2
12913,3,36618,2024-12-09,,1
12914,7,22291,2022-05-22,,3
12915,2,43614,2023-11-09,,1
12916,18,9727,2023-11-11,,2
12917,20,21453,2024-05-29,,2
12918,17,29349,2022-09-03,,1
12919,18,41208,2022-12-11,,5
12920,1,9897,2024-09-26,,0
12921,8,23856,2023-04-13,,1
12922,2,35452,2024-03-16,,4
12923,9,22112,2022-03-13,,5
12924,17,37644,2024-02-29,,0
12925,2,4577,2023-04-13,,4
12926,5,25713,2024-03-30,,0
12927,1,43106,2023-07-04,,2
12928,20,2940,2024-04-04,,3
12929,2,15785,2024-04-20,,0
12930,16,14976,2022-02-06,,1
12931,10,44028,2024-04-04,,1
12932,4,37795,2022-08-16,,4
12933,8,30566,2024-08-11,,3
12934,11,32186,2022-03-29,,2
12935,10,1682,2023-03-25,,0
12936,10,35433,2023-06-16,,0
12937,20,12769,2022-05-17,,0
12938,4,27466,2024-07-22,,3
12939,7,35838,2024-08-25,,5
12940,4,7926,2023-09-16,,3
12941,17,24426,2024-12-15,,4
12942,18,40970,2022-06-20,,1
12943,15,27752,2024-05-22,,5
12944,1,36622,2024-12-12,,4
12945,1,44913,2022-04-07,,4
12946,8,25119,2022-12-28,,0
12947,13,3130,2023-01-12,,5
12948,2,26291,2023-08-10,,4
12949,7,22260,2024-03-28,,3
12950,16,18356,2022-08-17,,3
12951,12,16049,2023-12-08,,1
12952,7,8529,2023-03-06,,1
12953,6,4759,2022-12-06,,5
12954,8,34087,2024-12-04,,4
12955,17,7797,2022-09-30,,0
12956,14,9706,2024-01-25,,1
12957,13,23565,2024-10-23,,3
12958,14,35145,2022-02-02,,1
12959,6,7015,2022-02-21,,2
12960,15,13002,2023-11-29,,3
12961,16,43110,2022-04-26,,2
12962,19,17396,2023-10-02,,5
12963,6,9312,2022-11-19,,2
12964,11,10333,2023-02-11,,0
12965,10,41535,2024-08-25,,2
12966,4,24615,2023-07-29,,0
12967,4,32217,2022-09-26,,5
12968,11,20104,2024-06-14,,5
12969,9,7457,2024-12-26,,1
12970,13,15189,2022-08-14,,0
12971,19,40736,2022-08-30,,1
12972,7,4554,2024-05-15,,0
12973,1,3585,2022-10-24,,3
12974,13,37297,2022-07-04,,0
12975,9,41680,2024-06-17,,1
12976,11,41676,2024-09-09,,1
12977,4,13578,2023-09-06,,3
12978,13,16149,2024-10-10,,5
12979,4,13518,2024-10-08,,2
12980,12,24793,2024-03-09,,3
12981,15,828,2024-02-05,,2
12982,2,36006,2022-07-31,,5
12983,6,33237,2024-08-01,,4
12984,1,40276,2022-06-20,,1
12985,9,8035,2022-04-12,,4
12986,15,35253,2023-01-01,,4
12987,13,39009,2024-12-07,,2
12988,4,9615,2022-08-24,,2
12989,2,41842,2023-07-08,,4
12990,1,36231,2023-12-26,,0
12991,11,13853,2022-12-13,,2
12992,9,1109,2022-05-26,,5
12993,16,26986,2023-06-11,,5
12994,7,5681,2022-01-03,,3
12995,6,6685,2022-03-26,,1
12996,20,13159,2022-01-13,,2
12997,9,35784,2024-12-19,,1
12998,14,34092,2024-06-09,,5
12999,6,23685,2022-06-06,,3
13000,12,4315,2024-11-12,,0
13001,2,10718,2024-08-25,,0
13002,13,38474,2024-05-28,,0
13003,13,6162,2023-11-20,,5
13004,3,34281,2022-02-15,,1
13005,10,20763,2024-10-30,,3
13006,15,34796,2024-09-10,,3
13007,13,33210,2023-06-27,,0
13008,17,8044,2024-07-08,,4
13009,10,7226,2022-07-23,,0
13010,2,11242,2024-12-20,,5
13011,17,19125,2023-09-05,,2
13012,20,3761,2024-11-28,,1
13013,12,1167,2023-05-20,,5
13014,5,180,2022-06-02,,4
13015,8,14293,2024-02-06,,0
13016,2,144,2023-04-15,,3
13017,14,5451,2023-03-14,,1
13018,9,22482,2023-04-29,,3
13019,20,43328,2023-11-09,,0
13020,7,19086,2023-09-25,,3
13021,5,11562,2024-04-14,,5
13022,1,29758,2024-10-20,,4
13023,8,5250,2023-08-14,,2
13024,13,35144,2022-11-26,,0
13025,16,993,2024-10-21,,3
13026,6,32747,2022-04-16,,1
13027,4,38924,2024-05-02,,2
13028,20,8875,2023-11-06,,5
13029,11,14271,2024-04-30,,5
13030,15,1081,2023-11-13,,0
13031,6,3727,2024-04-24,,0
13032,1,16097,2024-12-04,,1
13033,16,1136,2023-12-10,,2
13034,13,3712,2023-07-19,,4
13035,14,12798,2024-01-27,,2
13036,16,1174,2023-03-15,,0
13037,19,39167,2022-11-04,,0
13038,5,5306,2023-08-24,,2
13039,10,26846,2023-10-05,,4
13040,10,15656,2023-10-20,,5
13041,6,3727,2024-01-11,,3
13042,19,8669,2023-05-15,,5
13043,11,25760,2022-08-26,,0
13044,1,23285,2023-12-24,,0
13045,12,27202,2022-11-03,,4
13046,15,38482,2023-12-27,,0
13047,13,12830,2022-01-16,,4
13048,17,30850,2024-04-23,,4
13049,3,32817,2024-07-07,,5
13050,17,37918,2023-02-03,,3
13051,3,35160,2023-11-19,,5
13052,17,42370,2022-05-25,,3
13053,1,7389,2022-05-09,,0
13054,16,36410,2024-12-05,,2
13055,3,43402,2023-05-26,,1
13056,20,33540,2022-03-15,,5
13057,12,32656,2022-08-28,,1
13058,6,24532,2023-12-26,,1
13059,10,3575,2022-06-30,,4
13060,3,23704,2023-09-29,,1
13061,3,42226,2023-07-10,,2
13062,13,14967,2024-04-07,,4
13063,11,10863,2023-03-24,,5
13064,11,35594,2022-08-08,,1
13065,10,32125,2023-06-02,,1
13066,17,16906,2022-12-07,,5
13067,4,17448,2022-06-08,,4
13068,9,15010,2023-01-07,,0
13069,8,28678,2023-02-24,,1
13070,16,9826,2024-04-30,,1
13071,15,34911,2023-05-23,,0
13072,18,8181,2023-12-28,,1
13073,19,42643,2022-10-03,,3
13074,9,34243,2022-12-19,,2
13075,9,19600,2024-09-29,,4
13076,7,14866,2022-11-13,,4
13077,12,37738,2022-06-21,,4
13078,9,885,2022-05-10,,2
13079,9,3060,2022-12-19,,2
13080,2,1955,2024-10-18,,4
13081,14,16212,2024-03-14,,5
13082,10,27863,2022-11-24,,0
13083,2,13430,2022-12-22,,0
13084,16,38782,2024-09-15,,5
13085,12,42547,2023-09-20,,5
13086,17,18070,2022-08-22,,2
13087,7,4684,2023-03-01,,1
13088,7,28141,2024-07-03,,1
13089,19,5803,2022-09-11,,0
13090,11,38649,2023-09-04,,2
13091,1,9310,2024-03-23,,2
13092,9,14804,2022-06-17,,0
13093,2,17630,2022-11-05,,2
13094,11,30343,2024-07-02,,2
13095,10,33295,2022-09-25,,4
13096,19,19630,2024-09-16,,3
13097,9,18474,2024-02-10,,4
13098,1,22324,2022-06-05,,0
13099,19,39188,2022-09-29,,3
13100,3,15139,2023-03-23,,2
13101,5,32156,2024-07-20,,3
13102,10,8945,2023-09-02,,5
13103,10,43300,2024-06-12,,2
13104,19,23368,2024-12-30,,3
13105,1,24186,2023-04-22,,1
13106,2,33621,2022-06-18,,2
13107,9,39521,2023-08-08,,2
13108,9,37266,2023-03-15,,1
13109,19,13449,2024-08-24,,3
13110,7,36481,2022-07-07,,1
13111,3,6979,2023-08-19,,4
13112,20,18778,2023-12-18,,3
13113,11,23899,2023-06-18,,2
13114,17,2193,2023-12-24,,1
13115,6,13121,2023-05-11,,4
13116,6,19800,2023-04-23,,0
13117,13,32049,2023-12-14,,0
13118,13,32709,2022-10-26,,3
13119,19,17533,2022-02-10,,0
13120,17,22101,2022-12-04,,4
13121,5,1596,2023-07-02,,1
13122,15,1721,2023-07-16,,3
13123,13,6415,2024-09-03,,0
13124,12,3336,2022-01-06,,4
13125,1,23423,2024-01-04,,1
13126,18,40876,2022-12-14,,1
13127,13,16800,2024-03-30,,0
13128,16,7967,2023-10-09,,2
13129,15,29029,2024-04-16,,3
13130,18,22254,2024-08-28,,2
13131,7,4918,2023-04-08,,2
13132,12,26260,2023-07-14,,3
13133,2,42221,2023-04-26,,5
13134,8,39824,2023-07-13,,2
13135,9,15759,2022-08-29,,0
13136,6,15596,2022-12-21,,0
13137,16,14799,2022-07-26,,4
13138,7,28984,2022-04-18,,4
13139,19,13537,2024-03-21,,2
13140,12,17119,2022-06-14,,0
13141,6,5783,2022-12-10,,3
13142,20,10715,2024-02-13,,1
13143,18,25349,2024-08-30,,1
13144,2,23770,2023-06-02,,2
13145,9,9182,2022-11-17,,3
13146,20,5080,2022-04-13,,5
13147,15,20017,2023-07-21,,5
13148,13,15498,2022-02-27,,1
13149,11,38765,2022-05-10,,5
13150,6,6263,2023-11-16,,0
13151,17,17821,2023-04-20,,3
13152,20,6683,2023-03-18,,3
13153,2,7431,2023-08-06,,2
13154,13,20592,2022-08-09,,1
13155,8,10924,2023-05-24,,0
13156,2,15401,2024-09-14,,4
13157,17,35864,2024-02-08,,5
13158,19,11782,2023-06-07,,4
13159,10,34535,2022-05-06,,0
13160,14,7945,2023-11-12,,1
13161,6,2349,2022-06-02,,5
13162,20,13280,2023-05-06,,3
13163,9,3775,2023-05-28,,5
13164,12,24125,2022-11-27,,2
13165,13,37911,2022-10-05,,0
13166,5,16905,2023-06-23,,3
13167,18,6804,2024-05-28,,0
13168,18,6501,2023-09-14,,4
13169,18,33377,2022-03-19,,1
13170,5,29387,2022-05-20,,3
13171,12,11683,2024-05-20,,5
13172,18,2798,2024-11-18,,2
13173,15,26294,2022-04-13,,1
13174,4,42630,2023-02-17,,1
13175,4,14191,2022-06-27,,4
13176,18,6578,2023-09-25,,4
13177,16,27083,2024-10-19,,0
13178,10,39206,2024-04-28,,0
13179,13,7581,2023-06-21,,0
13180,14,25045,2024-06-03,,5
13181,1,6527,2024-11-03,,3
13182,6,31398,2022-03-26,,5
13183,9,26969,2023-11-05,,0
13184,3,32845,2023-10-17,,2
13185,2,1153,2024-02-06,,1
13186,18,2103,2022-03-17,,2
13187,15,12845,2022-06-25,,1
13188,9,38897,2024-09-30,,1
13189,6,3978,2024-02-28,,4
13190,8,10031,2024-07-18,,5
13191,12,44468,2023-05-27,,2
13192,5,15333,2022-02-15,,5
13193,17,26611,2024-09-22,,0
13194,8,5358,2024-08-01,,2
13195,17,19143,2023-06-01,,1
13196,16,28207,2023-12-07,,4
13197,6,25046,2022-03-27,,3
13198,2,36252,2024-12-01,,3
13199,1,9275,2023-06-29,,4
13200,9,31277,2023-11-27,,0
13201,16,10247,2023-01-30,,2
13202,1,10919,2022-12-09,,5
13203,10,5442,2022-05-29,,5
13204,13,40114,2022-01-30,,0
13205,11,18502,2024-05-20,,1
13206,7,15567,2022-05-24,,1
13207,3,28654,2023-04-08,,0
13208,8,1032,2024-01-04,,4
13209,6,20610,2022-09-25,,5
13210,4,1251,2022-11-09,,5
13211,14,41619,2024-01-19,,5
13212,10,33993,2022-12-28,,0
13213,11,17018,2023-07-12,,4
13214,18,17372,2022-04-03,,4
13215,20,27024,2023-07-14,,4
13216,20,36723,2024-02-07,,2
13217,3,16521,2024-04-19,,0
13218,17,35936,2023-09-10,,4
13219,15,36902,2024-06-12,,3
13220,11,7193,2024-09-25,,2
13221,4,4772,2022-06-24,,5
13222,2,1303,2022-12-13,,1
13223,10,25062,2022-10-07,,2
13224,7,16038,2023-06-24,,0
13225,5,25400,2024-08-11,,2
13226,1,18483,2024-02-06,,4
13227,18,33959,2024-03-04,,1
13228,8,25409,2023-06-14,,0
13229,12,18087,2023-03-03,,5
13230,4,30572,2023-05-19,,0
13231,7,9215,2023-06-30,,5
13232,10,37390,2022-12-21,,3
13233,20,20613,2024-09-24,,3
13234,4,17110,2022-12-17,,4
13235,15,35874,2023-11-12,,2
13236,6,36275,2023-09-07,,3
13237,15,20115,2022-08-09,,3
13238,5,17448,2024-05-30,,0
13239,6,40750,2024-04-06,,1
13240,13,9239,2022-01-13,,4
13241,17,12605,2023-10-07,,3
13242,1,27204,2023-05-25,,5
13243,14,35345,2023-07-26,,2
13244,1,36368,2023-11-16,,3
13245,12,2756,2022-04-18,,3
13246,4,23986,2023-03-29,,2
13247,12,44405,2022-04-01,,4
13248,7,42227,2023-04-16,,1
13249,6,40011,2023-11-11,,1
13250,15,14234,2024-07-20,,4
13251,3,12187,2022-01-20,,5
13252,10,29610,2022-06-11,,5
13253,14,858,2022-02-23,,0
13254,1,39949,2022-12-14,,5
13255,17,23692,2022-08-09,,4
13256,13,27634,2024-04-28,,0
13257,16,14412,2024-12-29,,3
13258,19,3558,2024-04-11,,1
13259,19,22936,2022-03-16,,1
13260,17,42595,2024-10-05,,5
13261,15,2767,2022-11-30,,1
13262,3,27169,2024-06-12,,4
13263,10,3765,2023-11-21,,4
13264,15,41857,2024-12-15,,0
13265,3,41359,2023-03-28,,4
13266,3,5825,2022-03-02,,4
13267,9,5346,2024-01-05,,2
13268,9,19440,2023-02-10,,1
13269,14,27987,2023-03-16,,2
13270,11,14586,2023-05-08,,3
13271,14,6038,2023-09-04,,2
13272,15,40907,2024-04-05,,5
13273,18,32121,2023-12-28,,1
13274,17,35031,2022-05-21,,2
13275,3,17180,2022-03-09,,0
13276,5,38958,2023-12-12,,5
13277,20,17845,2024-08-05,,4
13278,1,1055,2023-02-28,,0
13279,20,32670,2023-07-19,,2
13280,5,115,2023-10-24,,3
13281,14,38942,2022-10-11,,2
13282,3,22235,2024-08-28,,0
13283,10,36491,2022-05-21,,3
13284,6,35592,2022-09-05,,0
13285,8,4035,2023-07-04,,1
13286,11,29017,2024-03-29,,0
13287,5,34746,2023-03-09,,3
13288,18,15091,2023-07-20,,2
13289,6,8029,2024-02-22,,2
13290,12,1374,2022-04-30,,5
13291,9,22187,2024-07-02,,1
13292,1,946,2022-08-06,,3
13293,18,20065,2023-06-01,,5
13294,6,8571,2024-03-02,,1
13295,8,30885,2022-06-16,,2
13296,9,11010,2024-02-29,,0
13297,9,34828,2023-05-30,,3
13298,9,28393,2024-10-04,,2
13299,11,14396,2023-03-03,,1
13300,7,38206,2022-06-03,,1
13301,12,36760,2023-01-11,,0
13302,18,3521,2022-10-20,,1
13303,8,12534,2023-02-25,,5
13304,19,20561,2023-10-12,,2
13305,2,40897,2023-11-11,,5
13306,11,37174,2023-05-11,,1
13307,11,117,2024-02-27,,1
13308,19,2292,2023-12-26,,4
13309,5,44047,2024-06-09,,2
13310,4,27380,2023-07-22,,0
13311,19,19420,2023-03-08,,3
13312,5,11191,2022-08-17,,2
13313,2,37285,2022-03-14,,3
13314,1,37550,2022-03-21,,4
13315,13,5305,2024-07-18,,4
13316,2,17149,2023-07-15,,2
13317,19,8634,2024-04-12,,2
13318,2,3074,2023-09-07,,3
13319,17,29594,2024-03-04,,4
13320,19,12408,2023-05-12,,0
13321,7,42006,2024-07-16,,3
13322,18,11001,2022-01-16,,1
13323,19,26928,2022-01-19,,0
13324,19,12600,2023-05-31,,3
13325,14,26720,2023-11-07,,4
13326,15,30080,2023-04-03,,1
13327,4,42741,2023-01-02,,4
13328,11,1384,2023-12-22,,2
13329,7,17230,2022-01-08,,2
13330,17,38086,2024-05-01,,4
13331,13,6511,2022-03-11,,5
13332,12,6691,2023-09-13,,0
13333,6,22435,2024-08-02,,0
13334,17,13171,2023-12-18,,1
13335,4,13236,2023-06-06,,0
13336,20,28664,2023-06-29,,2
13337,6,36326,2023-04-18,,2
13338,12,21901,2022-12-05,,4
13339,12,39232,2022-06-06,,2
13340,12,21529,2024-03-09,,1
13341,11,14432,2024-04-18,,1
13342,14,36001,2023-03-23,,2
13343,8,43307,2023-07-24,,0
13344,15,35799,2023-10-29,,2
13345,17,4750,2023-02-04,,2
13346,18,4592,2023-10-30,,4
13347,8,43477,2024-04-22,,5
13348,5,3024,2024-01-26,,0
13349,17,38253,2022-03-14,,3
13350,19,17024,2022-02-23,,4
13351,19,18405,2024-04-03,,0
13352,5,21769,2023-01-05,,0
13353,20,43858,2024-11-10,,3
13354,2,8089,2024-04-30,,4
13355,18,42700,2022-03-09,,5
13356,18,10047,2022-03-04,,4
13357,3,44268,2024-01-10,,0
13358,7,36774,2022-03-27,,4
13359,5,20859,2023-02-22,,0
13360,10,14827,2022-05-19,,1
13361,17,27986,2023-11-06,,5
13362,5,36637,2024-08-27,,5
13363,16,22470,2022-09-18,,3
13364,11,27057,2023-05-06,,0
13365,16,28764,2024-03-22,,0
13366,17,43544,2022-01-19,,4
13367,1,10227,2023-07-14,,5
13368,8,25055,2022-09-06,,2
13369,17,8546,2023-06-19,,1
13370,18,9960,2023-11-24,,4
13371,10,8728,2024-05-05,,4
13372,11,41244,2022-09-10,,5
13373,16,3382,2023-02-20,,3
13374,11,2619,2024-08-12,,4
13375,6,42419,2023-01-02,,5
13376,9,39770,2024-08-24,,3
13377,7,35205,2022-04-24,,1
13378,4,21652,2023-05-16,,0
13379,6,21936,2023-01-26,,3
13380,3,15131,2022-01-26,,1
13381,11,19812,2022-05-08,,3
13382,16,27095,2023-04-13,,5
13383,19,7461,2023-09-04,,3
13384,10,31605,2023-08-26,,0
13385,4,27921,2023-12-29,,5
13386,2,13689,2023-09-18,,3
13387,2,31475,2022-12-26,,2
13388,9,21618,2022-12-02,,0
13389,9,8929,2022-07-20,,3
13390,5,42719,2023-11-19,,4
13391,13,25674,2023-06-11,,2
13392,15,44772,2024-10-18,,3
13393,6,11165,2022-12-10,,1
13394,4,9744,2023-10-21,,5
13395,11,28856,2022-11-22,,0
13396,17,27885,2024-03-18,,2
13397,5,34196,2022-05-20,,0
13398,16,4213,2022-10-06,,1
13399,18,7036,2024-04-18,,2
13400,12,1794,2023-04-29,,3
13401,13,21567,2023-11-21,,2
13402,7,30179,2024-10-22,,0
13403,7,6469,2023-03-06,,1
13404,13,1653,2023-05-21,,1
13405,14,23808,2022-12-05,,2
13406,20,18941,2022-07-04,,2
13407,17,38025,2023-12-16,,1
13408,2,16398,2023-02-28,,4
13409,20,37592,2024-08-31,,5
13410,19,40042,2023-07-16,,0
13411,5,2318,2023-03-08,,3
13412,15,29811,2024-03-17,,5
13413,12,13901,2022-02-22,,2
13414,8,26993,2022-05-05,,5
13415,6,28308,2022-02-05,,3
13416,4,4713,2022-07-17,,4
13417,6,19883,2023-06-05,,3
13418,5,19867,2023-09-10,,0
13419,12,10066,2022-12-09,,5
13420,7,35415,2022-04-02,,5
13421,2,29305,2024-11-04,,3
13422,12,387,2023-04-27,,4
13423,1,42811,2022-10-13,,3
13424,7,19392,2024-08-10,,3
13425,3,12350,2022-09-29,,4
13426,11,29072,2023-11-11,,3
13427,11,42231,2024-01-05,,2
13428,12,2819,2023-07-02,,3
13429,18,4366,2023-10-10,,5
13430,2,3220,2024-01-23,,1
13431,2,13152,2024-12-19,,4
13432,19,10522,2023-10-08,,1
13433,13,25626,2022-06-02,,2
13434,9,596,2024-03-11,,1
13435,6,27246,2024-12-29,,5
13436,3,888,2022-05-21,,1
13437,14,12888,2024-03-04,,0
13438,3,24949,2024-10-31,,3
13439,8,26889,2023-06-21,,0
13440,11,38831,2022-06-26,,4
13441,5,34788,2023-07-28,,3
13442,13,5211,2024-06-04,,1
13443,12,8013,2022-10-24,,2
13444,16,36558,2022-11-12,,2
13445,20,32440,2024-08-08,,4
13446,10,24911,2022-07-05,,3
13447,17,39229,2022-08-13,,5
13448,7,26615,2024-01-21,,4
13449,1,4132,2022-08-22,,3
13450,11,9966,2022-06-16,,0
13451,10,24842,2023-03-22,,1
13452,19,11972,2024-09-24,,3
13453,11,30880,2024-10-21,,0
13454,12,29489,2022-07-30,,3
13455,15,11288,2024-10-30,,2
13456,6,16425,2022-02-16,,3
13457,9,37421,2023-08-11,,3
13458,1,7956,2024-10-06,,1
13459,4,12105,2023-01-21,,3
13460,1,42375,2023-05-31,,4
13461,10,3007,2022-07-26,,5
13462,13,36198,2024-09-30,,4
13463,2,9980,2023-09-07,,1
13464,2,29250,2022-03-03,,2
13465,2,17033,2023-04-24,,3
13466,4,23941,2024-10-29,,4
13467,11,35184,2022-12-26,,3
13468,1,10234,2022-04-09,,3
13469,14,21363,2022-03-24,,0
13470,6,32927,2024-05-15,,5
13471,1,6150,2022-04-06,,1
13472,3,30021,2023-12-17,,1
13473,15,12092,2023-08-07,,3
13474,18,26319,2023-12-08,,2
13475,16,19321,2022-08-07,,1
13476,2,36549,2024-10-31,,0
13477,11,39628,2024-09-29,,3
13478,15,15815,2024-12-22,,2
13479,5,11055,2024-01-14,,4
13480,15,208,2023-10-17,,4
13481,6,14498,2022-04-26,,5
13482,20,14294,2022-05-28,,4
13483,6,1195,2024-11-19,,5
13484,12,36792,2023-11-24,,5
13485,15,25771,2023-11-08,,3
13486,19,41225,2023-03-30,,1
13487,19,16226,2023-07-17,,5
13488,17,479,2023-11-08,,2
13489,5,1126,2024-08-02,,4
13490,4,14176,2023-11-27,,1
13491,16,27258,2023-06-23,,1
13492,17,39690,2024-12-15,,3
13493,17,27839,2023-03-29,,2
13494,4,29710,2024-07-12,,1
13495,15,20760,2024-03-01,,1
13496,19,7136,2022-04-02,,5
13497,9,32783,2023-01-13,,5
13498,11,33521,2023-04-02,,5
13499,11,18063,2022-04-07,,3
13500,3,40677,2023-10-12,,5
13501,9,18336,2024-07-28,,5
13502,2,16225,2022-06-08,,3
13503,4,21218,2023-07-24,,0
13504,1,14478,2022-05-09,,5
13505,13,44201,2024-02-14,,3
13506,16,10950,2022-06-20,,2
13507,8,4499,2023-11-13,,0
13508,18,9758,2022-12-13,,2
13509,10,7347,2024-01-27,,5
13510,19,8897,2024-09-27,,0
13511,16,3012,2022-10-05,,5
13512,17,3084,2024-10-24,,0
13513,1,5002,2023-01-12,,3
13514,5,10738,2023-05-08,,1
13515,6,27788,2024-01-08,,5
13516,2,16507,2024-06-14,,1
13517,9,6140,2024-11-05,,2
13518,17,34918,2023-08-23,,2
13519,16,31258,2024-01-21,,4
13520,12,12431,2022-07-15,,2
13521,6,7783,2024-11-01,,5
13522,5,22668,2023-07-10,,1
13523,19,4181,2022-07-17,,0
13524,16,29722,2024-11-07,,1
13525,19,36750,2023-06-18,,5
13526,17,5109,2022-10-23,,3
13527,11,10113,2024-04-13,,4
13528,18,6503,2022-04-17,,5
13529,15,20549,2023-02-21,,3
13530,20,27167,2022-06-05,,2
13531,1,17236,2023-10-15,,1
13532,4,28892,2024-06-17,,3
13533,13,37389,2023-09-08,,5
13534,5,39531,2022-06-13,,2
13535,4,44144,2023-07-13,,4
13536,9,36011,2022-06-10,,3
13537,11,17997,2022-02-05,,0
13538,10,13729,2023-06-30,,2
13539,20,38275,2024-12-03,,0
13540,16,44061,2023-05-09,,2
13541,8,31616,2023-10-06,,0
13542,1,41290,2024-06-23,,2
13543,19,15158,2024-10-14,,0
13544,14,30070,2022-09-14,,0
13545,17,18912,2022-05-27,,4
13546,19,9888,2022-04-27,,2
13547,12,41260,2024-10-08,,3
13548,8,41084,2024-09-28,,1
13549,14,9018,2022-11-18,,4
13550,4,43007,2022-09-02,,5
13551,14,12575,2024-01-15,,5
13552,16,44272,2024-01-24,,5
13553,3,30115,2023-04-25,,3
13554,13,22636,2023-03-12,,1
13555,6,29758,2023-12-15,,5
13556,8,4828,2023-10-23,,4
13557,10,16349,2024-02-25,,2
13558,6,13654,2024-11-26,,0
13559,11,12075,2023-12-07,,3
13560,3,21640,2023-09-23,,3
13561,12,21713,2023-05-14,,0
13562,6,42223,2022-03-05,,5
13563,4,15848,2022-05-08,,0
13564,8,33374,2024-04-09,,0
13565,3,26330,2023-04-12,,2
13566,15,44321,2022-02-15,,2
13567,7,122,2023-02-05,,2
13568,19,900,2022-01-07,,4
13569,12,20467,2022-02-01,,0
13570,7,7004,2024-10-01,,5
13571,17,9286,2024-01-03,,3
13572,7,44697,2023-09-19,,3
13573,1,23492,2023-07-29,,0
13574,4,15510,2022-02-08,,0
13575,5,38672,2024-01-11,,4
13576,13,26370,2023-03-02,,3
13577,1,42118,2023-01-26,,4
13578,7,24818,2022-03-05,,3
13579,7,26491,2023-07-15,,4
13580,10,13072,2023-01-23,,5
13581,15,22392,2024-06-02,,2
13582,9,22442,2023-06-15,,4
13583,20,7545,2024-06-11,,3
13584,10,7097,2024-12-29,,5
13585,7,21139,2023-02-20,,4
13586,12,34708,2023-09-29,,0
13587,3,27839,2024-02-09,,1
13588,12,15735,2024-11-23,,4
13589,5,18991,2022-12-24,,2
13590,3,39683,2022-07-16,,2
13591,18,5385,2023-05-29,,0
13592,17,21002,2024-05-12,,2
13593,8,2752,2023-12-24,,2
13594,10,10900,2022-02-02,,5
13595,17,26023,2024-03-20,,3
13596,3,4725,2024-10-11,,4
13597,7,6542,2022-07-29,,5
13598,4,9057,2022-08-08,,0
13599,4,37178,2022-10-25,,3
13600,8,12137,2022-09-21,,4
13601,5,31787,2024-11-08,,1
13602,20,24121,2023-06-27,,0
13603,7,36638,2022-03-03,,1
13604,18,29897,2023-05-04,,5
13605,17,3470,2024-08-18,,1
13606,9,20620,2023-02-28,,2
13607,11,27775,2024-06-30,,3
13608,12,31972,2023-09-09,,3
13609,17,31886,2022-07-05,,5
13610,17,4723,2024-02-21,,2
13611,12,11499,2023-01-01,,2
13612,17,43392,2023-07-22,,2
13613,9,3343,2024-11-26,,5
13614,1,19036,2022-09-29,,4
13615,4,37428,2023-03-10,,3
13616,19,7658,2023-01-31,,0
13617,10,1985,2022-08-28,,3
13618,17,32026,2024-12-23,,5
13619,1,16177,2023-09-05,,3
13620,8,31860,2024-06-24,,4
13621,17,22054,2022-12-03,,5
13622,1,34115,2022-11-01,,0
13623,3,7397,2023-03-30,,0
