MADG,MATK,DIEMDG,THAIDONV,MUCDOHAILONG,BINHLUAN
65716,11542,5,5,1,Dịch vụ tốt
65717,25217,1,3,1,Dịch vụ tốt
65718,19584,1,6,3,Dịch vụ tốt
65719,26033,3,6,2,Dịch vụ tốt
65720,27777,5,3,8,Dịch vụ tốt
65721,18448,4,6,1,Dịch vụ tốt
65722,12532,5,1,9,Dịch vụ tốt
65723,6264,7,2,4,Dịch vụ tốt
65724,10433,1,7,1,Dịch vụ tốt
65725,25581,3,8,9,Dịch vụ tốt
65726,15915,6,10,8,Dịch vụ tốt
65727,10067,6,5,10,Dịch vụ tốt
65728,20700,10,6,6,Dịch vụ tốt
65729,17881,10,6,3,Dịch vụ tốt
65730,9971,3,8,9,Dịch vụ tốt
65731,14770,9,1,2,Dịch vụ tốt
65732,16962,8,1,7,Dịch vụ tốt
65733,2053,6,10,8,Dịch vụ tốt
65734,15961,7,9,7,Dịch vụ tốt
65735,10742,9,8,8,Dịch vụ tốt
65736,10250,10,7,1,Dịch vụ tốt
65737,18591,5,5,6,Dịch vụ tốt
65738,918,8,9,8,Dịch vụ tốt
65739,25804,7,4,4,Dịch vụ tốt
65740,2715,2,7,10,Dịch vụ tốt
65741,276,3,6,6,Dịch vụ tốt
65742,4082,10,4,4,Dịch vụ tốt
65743,9133,9,6,6,Dịch vụ tốt
65744,22201,2,3,2,Dịch vụ tốt
65745,4702,2,6,3,Dịch vụ tốt
65746,11422,6,4,9,Dịch vụ tốt
65747,12455,9,6,6,Dịch vụ tốt
65748,25476,2,3,3,Dịch vụ tốt
65749,4706,1,3,2,Dịch vụ tốt
65750,27786,2,3,8,Dịch vụ tốt
65751,18129,2,10,1,Dịch vụ tốt
65752,11448,1,4,10,Dịch vụ tốt
65753,11185,4,3,7,Dịch vụ tốt
65754,14176,8,3,4,Dịch vụ tốt
65755,13538,9,8,3,Dịch vụ tốt
65756,25205,4,10,2,Dịch vụ tốt
65757,1772,1,3,2,Dịch vụ tốt
65758,19879,9,6,8,Dịch vụ tốt
65759,8507,6,8,4,Dịch vụ tốt
65760,4733,10,10,6,Dịch vụ tốt
65761,24954,5,9,1,Dịch vụ tốt
65762,4669,8,4,7,Dịch vụ tốt
65763,5622,4,5,10,Dịch vụ tốt
65764,29963,10,7,8,Dịch vụ tốt
65765,12158,9,5,5,Dịch vụ tốt
65766,4333,9,4,1,Dịch vụ tốt
65767,23560,3,4,4,Dịch vụ tốt
65768,22982,6,8,8,Dịch vụ tốt
65769,11610,5,8,9,Dịch vụ tốt
65770,5401,10,2,7,Dịch vụ tốt
65771,14047,1,1,2,Dịch vụ tốt
65772,10480,8,3,3,Dịch vụ tốt
65773,18222,5,10,1,Dịch vụ tốt
65774,28253,1,7,1,Dịch vụ tốt
65775,7730,7,7,3,Dịch vụ tốt
65776,25966,10,9,10,Dịch vụ tốt
65777,26297,7,2,1,Dịch vụ tốt
65778,15660,9,6,7,Dịch vụ tốt
65779,27640,7,10,5,Dịch vụ tốt
65780,4364,10,3,5,Dịch vụ tốt
65781,1090,3,2,2,Dịch vụ tốt
65782,10571,1,8,10,Dịch vụ tốt
65783,3111,1,6,5,Dịch vụ tốt
65784,5076,2,6,10,Dịch vụ tốt
65785,10186,4,3,9,Dịch vụ tốt
65786,16612,7,10,5,Dịch vụ tốt
65787,21868,2,5,7,Dịch vụ tốt
65788,21839,8,5,3,Dịch vụ tốt
65789,8726,9,3,9,Dịch vụ tốt
65790,19096,8,3,6,Dịch vụ tốt
65791,1125,1,8,1,Dịch vụ tốt
65792,2620,2,3,8,Dịch vụ tốt
65793,2498,5,1,8,Dịch vụ tốt
65794,16689,7,7,4,Dịch vụ tốt
65795,3509,10,3,1,Dịch vụ tốt
65796,5194,5,7,1,Dịch vụ tốt
65797,16163,9,7,4,Dịch vụ tốt
65798,26983,8,3,9,Dịch vụ tốt
65799,13545,9,7,3,Dịch vụ tốt
65800,26574,4,5,6,Dịch vụ tốt
65801,13749,2,7,2,Dịch vụ tốt
65802,535,7,2,1,Dịch vụ tốt
65803,19864,2,8,4,Dịch vụ tốt
65804,4232,1,6,1,Dịch vụ tốt
65805,14061,3,8,2,Dịch vụ tốt
65806,22428,4,4,5,Dịch vụ tốt
65807,5795,8,10,2,Dịch vụ tốt
65808,22259,10,4,3,Dịch vụ tốt
65809,24768,10,8,5,Dịch vụ tốt
65810,25247,2,8,4,Dịch vụ tốt
65811,21171,4,3,1,Dịch vụ tốt
65812,2744,6,3,2,Dịch vụ tốt
65813,29531,10,8,4,Dịch vụ tốt
65814,13977,8,8,2,Dịch vụ tốt
65815,16936,4,10,7,Dịch vụ tốt
65816,11161,8,9,6,Dịch vụ tốt
65817,27082,8,2,9,Dịch vụ tốt
65818,17806,2,3,5,Dịch vụ tốt
65819,19889,5,4,3,Dịch vụ tốt
65820,4210,7,8,10,Dịch vụ tốt
65821,15007,4,7,2,Dịch vụ tốt
65822,11176,6,2,6,Dịch vụ tốt
65823,8161,1,7,1,Dịch vụ tốt
65824,17619,4,2,2,Dịch vụ tốt
65825,14994,2,9,7,Dịch vụ tốt
65826,20803,3,6,8,Dịch vụ tốt
65827,17830,7,10,2,Dịch vụ tốt
65828,28004,2,9,3,Dịch vụ tốt
65829,29892,3,4,3,Dịch vụ tốt
65830,22462,1,9,3,Dịch vụ tốt
65831,7121,7,1,4,Dịch vụ tốt
65832,27429,10,7,9,Dịch vụ tốt
65833,7121,8,1,3,Dịch vụ tốt
65834,14886,2,10,10,Dịch vụ tốt
65835,6122,2,10,4,Dịch vụ tốt
65836,24117,1,6,4,Dịch vụ tốt
65837,24508,7,1,1,Dịch vụ tốt
65838,15978,7,10,4,Dịch vụ tốt
65839,14095,5,6,9,Dịch vụ tốt
65840,16914,8,6,8,Dịch vụ tốt
65841,26443,8,9,10,Dịch vụ tốt
65842,13350,10,7,3,Dịch vụ tốt
65843,12120,8,6,1,Dịch vụ tốt
65844,11814,5,10,2,Dịch vụ tốt
65845,10976,2,9,9,Dịch vụ tốt
65846,12607,6,2,9,Dịch vụ tốt
65847,9138,1,6,5,Dịch vụ tốt
65848,29824,7,4,8,Dịch vụ tốt
65849,398,9,1,8,Dịch vụ tốt
65850,26005,6,5,6,Dịch vụ tốt
65851,20030,10,6,3,Dịch vụ tốt
65852,20867,8,1,6,Dịch vụ tốt
65853,17571,3,6,7,Dịch vụ tốt
65854,28215,5,8,6,Dịch vụ tốt
65855,22254,8,8,8,Dịch vụ tốt
65856,15511,6,7,6,Dịch vụ tốt
65857,22685,5,9,8,Dịch vụ tốt
65858,20448,8,4,3,Dịch vụ tốt
65859,26123,3,3,9,Dịch vụ tốt
65860,16171,3,3,6,Dịch vụ tốt
65861,26097,1,4,4,Dịch vụ tốt
65862,23204,9,9,5,Dịch vụ tốt
65863,2842,1,9,5,Dịch vụ tốt
65864,5486,8,6,9,Dịch vụ tốt
65865,23768,7,4,4,Dịch vụ tốt
65866,4396,5,5,5,Dịch vụ tốt
65867,15684,10,10,6,Dịch vụ tốt
65868,8523,3,4,5,Dịch vụ tốt
65869,27260,3,10,2,Dịch vụ tốt
65870,7963,8,4,6,Dịch vụ tốt
65871,1920,6,3,7,Dịch vụ tốt
65872,19224,9,6,10,Dịch vụ tốt
65873,4922,10,6,10,Dịch vụ tốt
65874,1815,5,2,4,Dịch vụ tốt
65875,22391,8,6,1,Dịch vụ tốt
65876,17596,4,7,4,Dịch vụ tốt
65877,20582,3,10,8,Dịch vụ tốt
65878,25994,5,8,3,Dịch vụ tốt
65879,8574,5,8,6,Dịch vụ tốt
65880,4786,7,1,7,Dịch vụ tốt
65881,10573,4,5,1,Dịch vụ tốt
65882,27944,2,1,5,Dịch vụ tốt
65883,24648,5,3,5,Dịch vụ tốt
65884,25808,10,2,9,Dịch vụ tốt
65885,27259,4,1,5,Dịch vụ tốt
65886,15754,2,5,3,Dịch vụ tốt
65887,24205,5,5,2,Dịch vụ tốt
65888,28741,2,9,3,Dịch vụ tốt
65889,19815,4,10,3,Dịch vụ tốt
65890,29745,1,2,3,Dịch vụ tốt
65891,24449,1,8,9,Dịch vụ tốt
65892,8781,6,5,10,Dịch vụ tốt
65893,28663,7,10,1,Dịch vụ tốt
65894,26900,7,10,4,Dịch vụ tốt
65895,26311,5,2,3,Dịch vụ tốt
65896,18345,2,1,10,Dịch vụ tốt
65897,23417,1,1,2,Dịch vụ tốt
65898,12188,2,1,2,Dịch vụ tốt
65899,28789,10,5,10,Dịch vụ tốt
65900,11592,7,7,2,Dịch vụ tốt
65901,11112,10,6,7,Dịch vụ tốt
65902,11034,10,4,6,Dịch vụ tốt
65903,5369,7,2,3,Dịch vụ tốt
65904,4122,4,4,2,Dịch vụ tốt
65905,11939,7,6,5,Dịch vụ tốt
65906,1280,7,8,1,Dịch vụ tốt
65907,18395,10,3,4,Dịch vụ tốt
65908,27293,7,6,9,Dịch vụ tốt
65909,29362,10,2,1,Dịch vụ tốt
65910,4505,3,8,9,Dịch vụ tốt
65911,10986,7,10,6,Dịch vụ tốt
65912,28830,7,6,7,Dịch vụ tốt
65913,28007,2,10,4,Dịch vụ tốt
65914,20050,8,4,8,Dịch vụ tốt
65915,8654,7,8,2,Dịch vụ tốt
65916,7213,8,3,10,Dịch vụ tốt
65917,543,5,7,10,Dịch vụ tốt
65918,1824,9,3,7,Dịch vụ tốt
65919,493,4,7,3,Dịch vụ tốt
65920,23082,5,8,2,Dịch vụ tốt
65921,13146,9,3,1,Dịch vụ tốt
65922,3918,2,9,6,Dịch vụ tốt
65923,4811,10,5,10,Dịch vụ tốt
65924,15315,4,9,5,Dịch vụ tốt
65925,3546,6,1,7,Dịch vụ tốt
65926,10145,10,3,4,Dịch vụ tốt
65927,17267,8,1,7,Dịch vụ tốt
65928,16872,3,8,1,Dịch vụ tốt
65929,9448,1,3,2,Dịch vụ tốt
65930,11832,5,4,5,Dịch vụ tốt
65931,29535,7,1,7,Dịch vụ tốt
65932,1477,4,10,10,Dịch vụ tốt
65933,21497,3,7,2,Dịch vụ tốt
65934,12231,2,10,4,Dịch vụ tốt
65935,7875,8,9,2,Dịch vụ tốt
65936,1076,4,9,4,Dịch vụ tốt
65937,1401,5,3,2,Dịch vụ tốt
65938,6583,8,1,4,Dịch vụ tốt
65939,19800,1,9,6,Dịch vụ tốt
65940,16293,10,7,6,Dịch vụ tốt
65941,5089,4,5,6,Dịch vụ tốt
65942,4979,3,10,1,Dịch vụ tốt
65943,23728,7,6,7,Dịch vụ tốt
65944,18003,8,8,3,Dịch vụ tốt
65945,3531,6,10,10,Dịch vụ tốt
65946,15515,1,2,9,Dịch vụ tốt
65947,1878,9,3,8,Dịch vụ tốt
65948,17916,10,1,8,Dịch vụ tốt
65949,18288,1,2,7,Dịch vụ tốt
65950,4100,7,3,9,Dịch vụ tốt
65951,11327,3,6,10,Dịch vụ tốt
65952,8028,5,1,4,Dịch vụ tốt
65953,3050,8,4,9,Dịch vụ tốt
65954,3249,9,8,3,Dịch vụ tốt
65955,9452,10,6,4,Dịch vụ tốt
65956,11447,4,5,6,Dịch vụ tốt
65957,8316,5,9,7,Dịch vụ tốt
65958,11129,7,6,9,Dịch vụ tốt
65959,6207,5,7,4,Dịch vụ tốt
65960,17187,2,3,4,Dịch vụ tốt
65961,24838,3,1,6,Dịch vụ tốt
65962,29242,10,9,2,Dịch vụ tốt
65963,23634,7,4,5,Dịch vụ tốt
65964,9390,8,1,2,Dịch vụ tốt
65965,19275,6,7,9,Dịch vụ tốt
65966,23625,7,6,6,Dịch vụ tốt
65967,13008,7,5,3,Dịch vụ tốt
65968,14083,2,6,8,Dịch vụ tốt
65969,20600,8,8,1,Dịch vụ tốt
65970,23029,8,8,6,Dịch vụ tốt
65971,18881,6,1,4,Dịch vụ tốt
65972,25922,8,10,1,Dịch vụ tốt
65973,4472,5,6,1,Dịch vụ tốt
65974,19236,1,9,7,Dịch vụ tốt
65975,29612,3,10,7,Dịch vụ tốt
65976,11890,6,9,6,Dịch vụ tốt
65977,25731,9,8,3,Dịch vụ tốt
65978,6718,7,6,8,Dịch vụ tốt
65979,13720,1,3,10,Dịch vụ tốt
65980,16751,9,7,9,Dịch vụ tốt
65981,17820,9,2,6,Dịch vụ tốt
65982,8940,10,9,5,Dịch vụ tốt
65983,7239,7,7,3,Dịch vụ tốt
65984,24024,10,10,2,Dịch vụ tốt
65985,28574,9,5,2,Dịch vụ tốt
65986,20959,8,5,7,Dịch vụ tốt
65987,25937,6,7,7,Dịch vụ tốt
65988,675,3,7,8,Dịch vụ tốt
65989,9464,6,10,3,Dịch vụ tốt
65990,13309,4,10,1,Dịch vụ tốt
65991,28887,2,6,6,Dịch vụ tốt
65992,8898,2,4,2,Dịch vụ tốt
65993,16948,10,4,4,Dịch vụ tốt
65994,134,5,4,5,Dịch vụ tốt
65995,16963,10,8,2,Dịch vụ tốt
65996,20747,8,10,4,Dịch vụ tốt
65997,24708,5,6,1,Dịch vụ tốt
65998,17645,5,7,1,Dịch vụ tốt
65999,12520,3,7,7,Dịch vụ tốt
66000,12820,2,6,7,Dịch vụ tốt
66001,18644,1,2,7,Dịch vụ tốt
66002,16552,7,10,1,Dịch vụ tốt
66003,22808,9,5,4,Dịch vụ tốt
66004,5901,3,9,4,Dịch vụ tốt
66005,24785,5,10,9,Dịch vụ tốt
66006,2392,1,10,2,Dịch vụ tốt
66007,18440,4,7,4,Dịch vụ tốt
66008,6101,1,5,5,Dịch vụ tốt
66009,1161,7,7,8,Dịch vụ tốt
66010,21514,2,5,1,Dịch vụ tốt
66011,12649,2,6,4,Dịch vụ tốt
66012,25121,7,8,6,Dịch vụ tốt
66013,5498,7,3,2,Dịch vụ tốt
66014,24391,9,1,3,Dịch vụ tốt
66015,27018,1,4,6,Dịch vụ tốt
66016,13904,4,3,6,Dịch vụ tốt
66017,9917,5,6,3,Dịch vụ tốt
66018,28839,9,10,6,Dịch vụ tốt
66019,8231,6,6,9,Dịch vụ tốt
66020,6300,3,3,8,Dịch vụ tốt
66021,13881,7,7,6,Dịch vụ tốt
66022,20618,10,9,9,Dịch vụ tốt
66023,4265,8,6,8,Dịch vụ tốt
66024,23374,2,7,6,Dịch vụ tốt
66025,423,4,7,3,Dịch vụ tốt
66026,12482,1,8,1,Dịch vụ tốt
66027,17809,6,10,3,Dịch vụ tốt
66028,2778,1,6,10,Dịch vụ tốt
66029,29736,4,9,3,Dịch vụ tốt
66030,17396,3,3,1,Dịch vụ tốt
66031,21,3,3,4,Dịch vụ tốt
66032,2658,7,4,3,Dịch vụ tốt
66033,24202,8,1,6,Dịch vụ tốt
66034,13935,3,7,9,Dịch vụ tốt
66035,25747,4,9,3,Dịch vụ tốt
66036,13544,4,7,5,Dịch vụ tốt
66037,3383,9,10,6,Dịch vụ tốt
66038,359,6,3,4,Dịch vụ tốt
66039,14836,2,1,10,Dịch vụ tốt
66040,4295,2,6,7,Dịch vụ tốt
66041,6983,10,5,2,Dịch vụ tốt
66042,4325,5,9,9,Dịch vụ tốt
66043,20055,6,4,8,Dịch vụ tốt
66044,17257,4,5,7,Dịch vụ tốt
66045,25268,7,8,10,Dịch vụ tốt
66046,3344,9,2,8,Dịch vụ tốt
66047,5519,2,2,2,Dịch vụ tốt
66048,10602,1,7,9,Dịch vụ tốt
66049,19418,7,4,2,Dịch vụ tốt
66050,26721,3,9,5,Dịch vụ tốt
66051,4008,2,7,5,Dịch vụ tốt
66052,29873,4,6,3,Dịch vụ tốt
66053,21436,5,6,8,Dịch vụ tốt
66054,14464,2,5,6,Dịch vụ tốt
66055,18686,9,3,9,Dịch vụ tốt
66056,20252,2,3,10,Dịch vụ tốt
66057,1092,3,4,5,Dịch vụ tốt
66058,29332,2,10,8,Dịch vụ tốt
66059,20667,6,5,6,Dịch vụ tốt
66060,13967,1,3,9,Dịch vụ tốt
66061,29668,7,1,9,Dịch vụ tốt
66062,26965,5,3,7,Dịch vụ tốt
66063,2575,1,7,5,Dịch vụ tốt
66064,27942,6,3,1,Dịch vụ tốt
66065,3861,1,5,7,Dịch vụ tốt
66066,10913,6,3,8,Dịch vụ tốt
66067,15426,5,6,5,Dịch vụ tốt
66068,23326,9,8,1,Dịch vụ tốt
66069,7880,3,2,10,Dịch vụ tốt
66070,13932,8,10,10,Dịch vụ tốt
66071,1723,7,3,3,Dịch vụ tốt
66072,19215,6,9,3,Dịch vụ tốt
66073,10143,1,1,10,Dịch vụ tốt
66074,15272,1,2,2,Dịch vụ tốt
66075,9358,4,8,2,Dịch vụ tốt
66076,4286,2,8,9,Dịch vụ tốt
66077,3668,3,8,2,Dịch vụ tốt
66078,13553,1,1,7,Dịch vụ tốt
66079,13323,6,7,4,Dịch vụ tốt
66080,28294,3,1,4,Dịch vụ tốt
66081,9792,4,9,1,Dịch vụ tốt
66082,1661,8,4,4,Dịch vụ tốt
66083,1534,9,4,8,Dịch vụ tốt
66084,13208,6,4,3,Dịch vụ tốt
66085,12222,1,1,4,Dịch vụ tốt
66086,12010,1,6,8,Dịch vụ tốt
66087,19157,1,7,9,Dịch vụ tốt
66088,13568,1,9,4,Dịch vụ tốt
66089,21002,8,3,4,Dịch vụ tốt
66090,25937,5,3,4,Dịch vụ tốt
66091,16924,5,10,6,Dịch vụ tốt
66092,22824,6,3,10,Dịch vụ tốt
66093,17636,3,3,1,Dịch vụ tốt
66094,25511,7,4,9,Dịch vụ tốt
66095,5582,6,6,2,Dịch vụ tốt
66096,25802,5,2,5,Dịch vụ tốt
66097,8024,6,10,5,Dịch vụ tốt
66098,11204,4,6,1,Dịch vụ tốt
66099,25643,10,4,8,Dịch vụ tốt
66100,24755,8,1,7,Dịch vụ tốt
66101,9553,1,10,7,Dịch vụ tốt
66102,25870,1,5,7,Dịch vụ tốt
66103,11966,2,1,8,Dịch vụ tốt
66104,23633,1,4,7,Dịch vụ tốt
66105,29746,8,8,8,Dịch vụ tốt
66106,22861,6,1,7,Dịch vụ tốt
66107,20429,3,6,1,Dịch vụ tốt
66108,784,5,3,6,Dịch vụ tốt
66109,28380,6,9,7,Dịch vụ tốt
66110,25658,2,3,7,Dịch vụ tốt
66111,17974,4,8,1,Dịch vụ tốt
66112,1337,2,3,7,Dịch vụ tốt
66113,14485,8,5,8,Dịch vụ tốt
66114,16975,7,9,10,Dịch vụ tốt
66115,16979,8,7,4,Dịch vụ tốt
66116,1342,3,2,4,Dịch vụ tốt
66117,5854,2,8,8,Dịch vụ tốt
66118,23732,5,5,4,Dịch vụ tốt
66119,4375,5,3,9,Dịch vụ tốt
66120,23852,9,10,3,Dịch vụ tốt
66121,2271,7,1,7,Dịch vụ tốt
66122,17202,2,3,9,Dịch vụ tốt
66123,22984,3,5,5,Dịch vụ tốt
66124,2833,9,3,2,Dịch vụ tốt
66125,15110,7,8,4,Dịch vụ tốt
66126,14533,3,7,9,Dịch vụ tốt
66127,24219,6,10,4,Dịch vụ tốt
66128,5167,1,1,9,Dịch vụ tốt
66129,17896,6,4,9,Dịch vụ tốt
66130,2136,7,4,4,Dịch vụ tốt
66131,721,6,1,7,Dịch vụ tốt
66132,27096,9,7,7,Dịch vụ tốt
66133,6113,2,9,1,Dịch vụ tốt
66134,6674,10,3,10,Dịch vụ tốt
66135,9789,1,7,10,Dịch vụ tốt
66136,25420,3,10,9,Dịch vụ tốt
66137,25758,2,9,2,Dịch vụ tốt
66138,7083,2,3,7,Dịch vụ tốt
66139,19870,2,2,3,Dịch vụ tốt
66140,15224,7,5,2,Dịch vụ tốt
66141,459,9,1,8,Dịch vụ tốt
66142,6275,10,8,6,Dịch vụ tốt
66143,14682,2,7,1,Dịch vụ tốt
66144,13994,5,7,7,Dịch vụ tốt
66145,18307,10,1,6,Dịch vụ tốt
66146,21850,6,6,3,Dịch vụ tốt
66147,3900,5,1,2,Dịch vụ tốt
66148,2432,7,10,9,Dịch vụ tốt
66149,25253,1,2,1,Dịch vụ tốt
66150,25010,2,1,10,Dịch vụ tốt
66151,27655,6,1,3,Dịch vụ tốt
66152,22715,5,10,4,Dịch vụ tốt
66153,6506,5,4,9,Dịch vụ tốt
66154,7703,7,2,3,Dịch vụ tốt
66155,7291,4,4,4,Dịch vụ tốt
66156,28144,8,3,7,Dịch vụ tốt
66157,2251,10,4,7,Dịch vụ tốt
66158,424,4,3,9,Dịch vụ tốt
66159,8923,8,1,9,Dịch vụ tốt
66160,16771,9,3,10,Dịch vụ tốt
66161,2149,10,2,5,Dịch vụ tốt
66162,8399,1,4,4,Dịch vụ tốt
66163,21193,8,3,1,Dịch vụ tốt
66164,25774,9,4,5,Dịch vụ tốt
66165,19541,8,7,7,Dịch vụ tốt
66166,3264,2,4,10,Dịch vụ tốt
66167,6816,6,10,6,Dịch vụ tốt
66168,28606,5,3,6,Dịch vụ tốt
66169,27362,2,5,7,Dịch vụ tốt
66170,4804,2,2,10,Dịch vụ tốt
66171,2475,6,3,10,Dịch vụ tốt
66172,4073,3,8,8,Dịch vụ tốt
66173,22749,8,4,8,Dịch vụ tốt
66174,6422,8,8,8,Dịch vụ tốt
66175,17921,10,8,6,Dịch vụ tốt
66176,15438,8,6,3,Dịch vụ tốt
66177,20666,3,6,5,Dịch vụ tốt
66178,18679,4,4,10,Dịch vụ tốt
66179,26625,10,5,3,Dịch vụ tốt
66180,23543,1,9,10,Dịch vụ tốt
66181,9366,7,5,2,Dịch vụ tốt
66182,27195,6,1,1,Dịch vụ tốt
66183,28442,4,9,7,Dịch vụ tốt
66184,8922,8,9,7,Dịch vụ tốt
66185,1223,3,1,2,Dịch vụ tốt
66186,14117,2,7,2,Dịch vụ tốt
66187,10413,2,10,10,Dịch vụ tốt
66188,5416,5,7,7,Dịch vụ tốt
66189,10498,6,3,2,Dịch vụ tốt
66190,9046,5,5,5,Dịch vụ tốt
66191,5706,3,1,2,Dịch vụ tốt
66192,13050,2,1,10,Dịch vụ tốt
66193,22526,4,9,8,Dịch vụ tốt
66194,1306,2,9,2,Dịch vụ tốt
66195,7069,2,5,4,Dịch vụ tốt
66196,4214,10,6,8,Dịch vụ tốt
66197,22114,9,1,3,Dịch vụ tốt
66198,7578,7,8,7,Dịch vụ tốt
66199,19733,7,6,10,Dịch vụ tốt
66200,11277,1,5,10,Dịch vụ tốt
66201,10274,5,3,5,Dịch vụ tốt
66202,7403,7,6,6,Dịch vụ tốt
66203,5568,9,7,8,Dịch vụ tốt
66204,10781,10,7,10,Dịch vụ tốt
66205,27368,7,9,5,Dịch vụ tốt
66206,15004,5,4,5,Dịch vụ tốt
66207,9166,7,3,1,Dịch vụ tốt
66208,17043,3,8,5,Dịch vụ tốt
66209,19779,5,8,10,Dịch vụ tốt
66210,23443,7,3,4,Dịch vụ tốt
66211,18290,10,1,4,Dịch vụ tốt
66212,8967,5,7,1,Dịch vụ tốt
66213,29288,4,9,1,Dịch vụ tốt
66214,29899,7,7,8,Dịch vụ tốt
66215,27018,2,7,6,Dịch vụ tốt
66216,24405,10,8,10,Dịch vụ tốt
66217,7054,2,4,6,Dịch vụ tốt
66218,16674,8,4,3,Dịch vụ tốt
66219,21232,6,3,2,Dịch vụ tốt
66220,12539,4,7,7,Dịch vụ tốt
66221,1963,3,8,9,Dịch vụ tốt
66222,16776,9,7,4,Dịch vụ tốt
66223,13088,2,7,10,Dịch vụ tốt
66224,11070,5,6,3,Dịch vụ tốt
66225,2281,8,8,7,Dịch vụ tốt
66226,22248,5,5,9,Dịch vụ tốt
66227,29556,8,8,2,Dịch vụ tốt
66228,27268,6,4,6,Dịch vụ tốt
66229,18429,7,9,10,Dịch vụ tốt
66230,8129,7,1,8,Dịch vụ tốt
66231,2357,9,4,3,Dịch vụ tốt
66232,582,2,10,4,Dịch vụ tốt
66233,28932,5,2,3,Dịch vụ tốt
66234,7007,4,5,4,Dịch vụ tốt
66235,15112,7,2,2,Dịch vụ tốt
66236,26854,10,2,5,Dịch vụ tốt
66237,29047,5,3,5,Dịch vụ tốt
66238,3563,8,5,2,Dịch vụ tốt
66239,11005,3,8,6,Dịch vụ tốt
66240,15282,10,6,7,Dịch vụ tốt
66241,19436,10,2,6,Dịch vụ tốt
66242,13876,10,6,9,Dịch vụ tốt
66243,16656,3,2,2,Dịch vụ tốt
66244,2053,5,7,5,Dịch vụ tốt
66245,18286,5,3,8,Dịch vụ tốt
66246,18374,3,10,7,Dịch vụ tốt
66247,24535,9,3,7,Dịch vụ tốt
66248,25737,4,5,6,Dịch vụ tốt
66249,6871,10,7,1,Dịch vụ tốt
66250,108,7,10,9,Dịch vụ tốt
66251,8690,10,3,8,Dịch vụ tốt
66252,26703,1,2,8,Dịch vụ tốt
66253,19295,7,7,8,Dịch vụ tốt
66254,24762,7,7,6,Dịch vụ tốt
66255,29338,3,4,10,Dịch vụ tốt
66256,1106,4,6,3,Dịch vụ tốt
66257,10905,9,2,2,Dịch vụ tốt
66258,29893,9,2,7,Dịch vụ tốt
66259,10875,4,6,9,Dịch vụ tốt
66260,21263,4,5,7,Dịch vụ tốt
66261,5373,6,9,10,Dịch vụ tốt
66262,16612,10,5,1,Dịch vụ tốt
66263,9967,7,6,7,Dịch vụ tốt
66264,1190,3,2,2,Dịch vụ tốt
66265,21869,1,1,9,Dịch vụ tốt
66266,467,7,3,9,Dịch vụ tốt
66267,28339,6,1,8,Dịch vụ tốt
66268,13801,7,10,2,Dịch vụ tốt
66269,23816,6,3,6,Dịch vụ tốt
66270,15256,5,10,3,Dịch vụ tốt
66271,22821,2,10,4,Dịch vụ tốt
66272,24273,8,5,2,Dịch vụ tốt
66273,25985,9,6,7,Dịch vụ tốt
66274,15765,3,1,7,Dịch vụ tốt
66275,4453,8,3,1,Dịch vụ tốt
66276,21348,3,1,5,Dịch vụ tốt
66277,29297,2,1,9,Dịch vụ tốt
66278,4465,3,1,3,Dịch vụ tốt
66279,18446,5,10,6,Dịch vụ tốt
66280,15885,10,1,7,Dịch vụ tốt
66281,23869,6,7,4,Dịch vụ tốt
66282,19516,4,10,3,Dịch vụ tốt
66283,4034,4,6,9,Dịch vụ tốt
66284,17618,9,7,7,Dịch vụ tốt
66285,5083,9,1,1,Dịch vụ tốt
66286,25547,4,3,2,Dịch vụ tốt
66287,13025,5,5,3,Dịch vụ tốt
66288,26902,6,10,6,Dịch vụ tốt
66289,29082,9,3,8,Dịch vụ tốt
66290,19247,9,5,8,Dịch vụ tốt
66291,2529,8,3,2,Dịch vụ tốt
66292,18740,10,10,2,Dịch vụ tốt
66293,17668,4,1,7,Dịch vụ tốt
66294,18320,3,6,5,Dịch vụ tốt
66295,28533,4,1,4,Dịch vụ tốt
66296,10533,4,1,1,Dịch vụ tốt
66297,28018,6,5,9,Dịch vụ tốt
66298,16211,9,4,8,Dịch vụ tốt
66299,5824,9,2,10,Dịch vụ tốt
66300,5450,2,2,5,Dịch vụ tốt
66301,2483,5,10,8,Dịch vụ tốt
66302,4125,1,7,5,Dịch vụ tốt
66303,4162,1,8,3,Dịch vụ tốt
66304,16938,9,7,9,Dịch vụ tốt
66305,7319,1,9,8,Dịch vụ tốt
66306,22782,6,5,7,Dịch vụ tốt
66307,9052,4,10,4,Dịch vụ tốt
66308,3966,8,5,5,Dịch vụ tốt
66309,8839,8,7,5,Dịch vụ tốt
66310,13338,10,8,10,Dịch vụ tốt
66311,5127,6,3,4,Dịch vụ tốt
66312,29476,7,10,10,Dịch vụ tốt
66313,14762,4,1,6,Dịch vụ tốt
66314,19334,6,2,6,Dịch vụ tốt
66315,13956,6,2,5,Dịch vụ tốt
66316,12315,3,5,3,Dịch vụ tốt
66317,27122,3,4,1,Dịch vụ tốt
66318,10895,7,5,4,Dịch vụ tốt
66319,23273,9,8,4,Dịch vụ tốt
66320,29799,2,10,9,Dịch vụ tốt
66321,963,10,4,5,Dịch vụ tốt
66322,22541,6,4,3,Dịch vụ tốt
