MAKB,MATC,MABACSI,NGAYHENTAIKHAM
64352,13143,196,2024-05-19
64353,25018,143,2025-03-31
64354,44460,174,2024-03-10
64355,33451,60,2025-05-10
64356,1240,109,2025-05-04
64357,4900,54,2024-03-31
64358,21720,68,2024-09-27
64359,3328,169,2024-07-24
64360,15928,11,2025-07-30
64361,8248,160,2024-07-03
64362,5118,52,2024-03-20
64363,23444,125,2025-03-20
64364,7496,138,2025-03-23
64365,9787,52,2025-10-02
64366,12426,154,2024-01-04
64367,33709,143,2024-08-18
64368,15023,161,2024-02-20
64369,40342,91,2024-12-29
64370,1098,87,2024-01-15
64371,6419,67,2024-12-11
64372,31022,82,2024-04-22
64373,20082,135,2025-05-25
64374,33102,151,2025-07-29
64375,26221,132,2025-09-21
64376,12249,174,2024-07-31
64377,14491,177,2024-06-20
64378,30540,128,2024-12-17
64379,31561,71,2025-01-01
64380,26924,132,2024-05-11
64381,25672,67,2025-01-23
64382,4355,102,2024-08-18
64383,44151,10,2025-11-09
64384,29165,126,2024-10-01
64385,28426,193,2024-08-18
64386,18834,154,2025-06-18
64387,7514,60,2024-11-23
64388,15969,190,2024-09-11
64389,30388,118,2024-11-13
64390,37147,39,2025-03-11
64391,29582,48,2025-04-05
64392,20847,146,2025-09-10
64393,26429,6,2024-02-08
64394,274,188,2025-09-26
64395,42562,159,2024-11-16
64396,39634,28,2024-05-19
64397,4488,49,2024-04-02
64398,11229,198,2025-01-18
64399,26311,137,2024-12-25
64400,36858,136,2025-03-31
64401,36130,22,2024-12-21
64402,31390,66,2024-12-30
64403,41660,118,2024-04-30
64404,24720,193,2024-07-09
64405,4696,141,2024-05-22
64406,31943,118,2025-12-19
64407,44703,183,2024-11-25
64408,38172,89,2024-04-04
64409,15994,27,2025-07-09
64410,28332,29,2024-02-06
64411,34729,14,2024-08-02
64412,9126,5,2024-05-23
64413,27527,7,2024-03-04
64414,23679,12,2024-10-09
64415,30940,111,2024-10-08
64416,10572,95,2024-04-23
64417,36071,148,2024-05-19
64418,35000,185,2024-07-11
64419,26568,168,2025-07-20
64420,18353,37,2024-08-02
64421,9607,115,2024-05-08
64422,25942,10,2024-11-15
64423,7620,77,2025-06-10
64424,35519,110,2025-06-20
64425,18914,86,2025-03-31
64426,15001,32,2024-06-06
64427,44056,44,2025-03-25
64428,34962,53,2025-10-07
64429,39131,44,2024-07-09
64430,20017,158,2024-11-07
64431,42037,171,2025-08-06
64432,24084,44,2024-12-18
64433,5576,55,2024-04-16
64434,36695,43,2024-10-30
64435,17080,84,2024-10-23
64436,11169,144,2025-06-08
64437,17926,131,2025-10-06
64438,14840,82,2025-02-13
64439,38431,76,2025-08-30
64440,25957,173,2024-12-07
64441,21479,33,2025-01-01
64442,9402,8,2024-11-06
64443,17601,20,2025-08-01
64444,22813,136,2025-01-17
64445,5187,65,2024-12-22
64446,21039,138,2025-10-15
64447,7537,166,2024-02-06
64448,27975,166,2024-05-04
64449,15175,195,2025-12-02
64450,43664,104,2024-12-30
64451,40834,198,2025-04-26
64452,18429,58,2024-01-27
64453,38721,33,2025-03-27
64454,622,75,2024-11-10
64455,38439,2,2024-08-26
64456,12616,24,2025-05-29
64457,34091,157,2024-04-30
64458,12153,132,2024-04-24
64459,3503,83,2025-01-26
64460,13703,185,2024-02-15
64461,34868,165,2025-06-23
64462,8470,22,2025-04-16
64463,8056,188,2024-01-16
64464,33243,155,2025-12-01
64465,42668,2,2025-07-30
64466,16360,181,2025-01-23
64467,22648,197,2025-06-22
64468,38468,80,2024-04-03
64469,10346,130,2025-03-17
64470,3754,155,2024-10-18
64471,38626,33,2025-03-20
64472,1080,98,2024-02-02
64473,19423,76,2024-12-04
64474,15980,190,2025-04-23
64475,33264,175,2025-11-23
64476,27310,59,2025-11-25
64477,22047,77,2024-10-11
64478,1858,31,2025-03-28
64479,9607,115,2024-02-07
64480,25059,30,2024-12-31
64481,29737,79,2025-11-30
64482,10770,32,2024-12-18
64483,12705,79,2024-07-19
64484,30450,152,2024-05-04
64485,15567,180,2024-08-12
64486,10695,147,2025-03-22
64487,15438,147,2025-10-28
64488,14093,6,2024-09-25
64489,17708,27,2024-11-03
64490,13725,147,2025-07-01
64491,6553,191,2025-03-11
64492,16310,132,2024-03-28
64493,12660,167,2024-12-16
64494,5824,146,2025-06-20
64495,6490,153,2024-11-17
64496,39154,59,2024-12-28
64497,39450,20,2024-02-02
64498,4617,190,2024-06-04
64499,26599,110,2025-09-04
64500,35951,144,2024-02-02
64501,41297,46,2024-05-09
64502,21920,75,2025-12-03
64503,18675,12,2024-03-07
64504,27335,38,2024-06-14
64505,31992,190,2025-03-21
64506,35788,94,2024-10-05
64507,41194,117,2025-03-01
64508,8351,17,2025-09-18
64509,23386,23,2025-02-21
64510,2823,45,2025-05-05
64511,21336,48,2025-06-10
64512,7832,41,2025-12-09
64513,5519,180,2024-08-23
64514,18980,120,2025-02-18
64515,41958,129,2024-09-29
64516,7304,41,2024-05-02
64517,39090,146,2024-06-28
64518,14430,109,2025-05-10
64519,20851,51,2024-09-07
64520,23472,131,2024-08-09
64521,24508,92,2024-06-23
64522,12373,168,2024-12-27
64523,24488,133,2025-10-16
64524,26921,193,2025-09-18
64525,9526,158,2024-12-15
64526,6925,197,2024-10-16
64527,11156,34,2025-09-09
64528,24257,112,2025-02-24
64529,38578,9,2025-06-03
64530,43976,118,2024-01-17
64531,13870,66,2025-09-11
64532,37108,23,2024-05-07
64533,40788,153,2025-06-23
64534,22244,188,2025-10-02
64535,23994,46,2024-04-06
64536,40979,18,2024-05-31
64537,18691,180,2025-11-14
64538,4489,82,2025-12-16
64539,35141,71,2025-05-13
64540,39300,132,2025-05-05
64541,29183,187,2024-09-14
64542,32745,191,2024-05-29
64543,30269,100,2024-06-07
64544,19624,113,2024-04-23
64545,6072,37,2024-01-22
64546,4562,73,2024-01-10
64547,4586,33,2024-04-29
64548,33592,174,2024-09-03
64549,272,131,2025-05-26
64550,33059,64,2024-05-24
64551,36728,94,2025-07-12
64552,5639,62,2025-05-18
64553,43503,123,2024-07-08
64554,2364,32,2024-03-21
64555,9900,171,2025-05-21
64556,5371,143,2024-09-27
64557,36117,82,2024-05-18
64558,23641,17,2025-05-29
64559,4287,199,2024-06-08
64560,8174,173,2025-07-16
64561,7750,176,2024-06-29
64562,38793,146,2025-09-09
64563,13822,8,2024-10-09
64564,10431,50,2024-07-30
64565,17048,52,2024-07-02
64566,24225,99,2024-10-05
64567,29281,10,2025-08-12
64568,33324,35,2024-08-04
64569,37727,169,2024-11-17
64570,36508,175,2025-10-06
64571,38559,146,2025-06-04
64572,19098,80,2024-07-09
64573,31232,124,2024-12-03
64574,3242,46,2024-07-21
64575,7067,191,2025-01-14
64576,40360,99,2024-04-02
64577,9727,157,2024-05-19
64578,12957,99,2025-10-04
64579,27717,31,2025-02-06
64580,22720,139,2024-12-06
64581,26250,4,2024-02-13
64582,17990,118,2025-01-05
64583,34023,135,2025-07-28
64584,35110,73,2024-12-22
64585,14896,196,2024-05-24
64586,9442,166,2024-07-23
64587,32626,105,2025-07-30
64588,18897,45,2025-06-16
64589,15821,17,2024-11-07
64590,17550,198,2024-01-22
64591,899,41,2024-08-02
64592,11129,60,2024-08-23
64593,29881,161,2025-01-31
64594,2228,20,2025-09-18
64595,44609,98,2025-03-23
64596,38280,149,2024-07-29
64597,10834,38,2025-12-24
64598,24849,154,2025-05-04
64599,22514,118,2024-02-12
64600,16322,4,2025-08-31
64601,39631,167,2025-07-04
64602,17621,43,2025-06-03
64603,14588,97,2025-11-13
64604,34939,13,2025-03-07
64605,21022,46,2025-05-09
64606,24880,28,2025-10-21
64607,34090,20,2024-03-02
64608,1628,46,2024-03-07
64609,13452,152,2024-04-13
64610,35584,144,2024-10-22
64611,38445,98,2024-01-23
64612,11142,122,2024-03-31
64613,11502,73,2024-05-17
64614,35512,195,2025-02-07
64615,29841,11,2025-12-17
64616,29426,186,2025-09-20
64617,19081,160,2025-01-15
64618,5243,195,2025-02-26
64619,44418,74,2024-05-13
64620,25999,163,2024-02-26
64621,19917,161,2024-07-05
64622,43490,46,2024-02-06
64623,7941,82,2024-06-30
64624,39196,126,2025-07-10
64625,36405,158,2024-11-16
64626,42437,180,2024-11-01
64627,945,187,2024-03-30
64628,36670,145,2025-03-21
64629,31757,180,2024-11-20
64630,33254,32,2025-06-21
64631,21648,87,2025-10-14
64632,22503,166,2025-01-27
64633,28339,109,2025-12-06
64634,26420,104,2025-06-21
64635,31289,26,2025-08-27
64636,36945,3,2024-12-06
64637,33479,167,2025-09-16
64638,18880,102,2024-08-30
64639,764,128,2024-11-16
64640,5397,65,2024-12-04
64641,13199,58,2025-08-13
64642,1035,11,2025-04-22
64643,6136,149,2024-07-11
64644,9999,83,2024-11-15
64645,26620,166,2024-09-23
64646,20446,156,2024-04-01
64647,26835,188,2025-09-24
64648,37965,127,2024-05-18
64649,8117,98,2024-08-07
64650,13864,179,2024-06-07
64651,13369,175,2024-03-26
64652,7296,42,2024-08-18
64653,30764,87,2024-09-22
64654,38261,150,2024-05-31
64655,43047,77,2025-11-24
64656,3571,20,2024-02-19
64657,22747,43,2025-10-31
64658,2279,82,2025-05-16
64659,24346,17,2024-02-04
64660,30439,93,2025-03-31
64661,17045,134,2025-12-21
64662,1064,95,2024-01-31
64663,16803,125,2025-02-15
64664,42770,90,2025-07-06
64665,25484,44,2025-05-07
64666,39360,111,2024-02-24
64667,29976,125,2025-08-02
64668,11007,96,2025-01-01
64669,22119,43,2024-10-25
64670,7827,86,2025-02-20
64671,30059,67,2024-07-14
64672,30975,175,2025-05-06
64673,15861,162,2025-11-04
64674,18093,47,2024-03-07
64675,24565,69,2024-07-14
64676,27020,8,2025-04-18
64677,32052,10,2025-07-15
64678,1061,171,2024-07-24
64679,34941,159,2025-08-11
64680,10873,2,2024-09-23
64681,15205,156,2024-02-11
64682,38037,185,2024-12-10
64683,25236,22,2025-09-13
64684,21389,73,2024-11-19
64685,5510,148,2024-08-27
64686,12288,23,2024-09-01
64687,11301,7,2024-02-14
64688,35494,42,2025-01-02
64689,21196,88,2024-02-17
64690,30129,42,2025-09-13
64691,7359,114,2024-02-21
64692,18107,53,2024-09-16
64693,40690,61,2025-05-31
64694,28118,22,2025-01-23
64695,18272,158,2025-01-02
64696,18359,123,2025-06-03
64697,11934,140,2025-03-27
64698,36136,175,2024-08-17
64699,3381,123,2024-02-21
64700,26222,18,2024-03-05
64701,14864,26,2025-11-30
64702,18357,66,2025-05-25
64703,4026,19,2024-06-12
64704,14508,122,2025-10-17
64705,37260,164,2025-10-27
64706,37044,121,2024-08-24
64707,36084,45,2025-07-14
64708,1445,114,2024-05-02
64709,34610,134,2025-05-22
64710,33583,54,2024-12-31
64711,4924,198,2025-04-14
64712,25285,170,2025-12-26
64713,5523,100,2025-07-03
64714,21087,29,2024-05-07
64715,38336,121,2025-05-10
64716,23058,16,2025-02-05
64717,40828,129,2025-11-13
64718,38148,96,2024-07-30
64719,14104,62,2024-08-05
64720,11616,111,2024-03-14
64721,26723,9,2024-02-26
64722,20269,194,2025-03-14
64723,12150,3,2025-02-27
64724,4839,36,2025-06-26
64725,38439,190,2025-06-09
64726,22994,5,2024-09-27
64727,19233,135,2024-05-02
64728,42503,122,2024-07-15
64729,11355,156,2024-10-23
64730,14278,13,2024-03-07
64731,15309,43,2024-09-23
64732,35734,23,2025-04-18
64733,4249,133,2025-02-13
64734,42294,16,2024-12-16
64735,16355,4,2025-09-18
64736,581,76,2024-06-12
64737,13913,52,2025-07-15
64738,43883,8,2025-02-09
64739,9292,195,2025-08-27
64740,11770,190,2025-11-09
64741,12559,11,2025-09-06
64742,5591,127,2024-08-20
64743,37720,82,2024-01-17
64744,13389,156,2024-09-01
64745,42700,66,2024-10-25
64746,37635,34,2024-05-02
64747,937,4,2025-09-15
64748,16290,153,2024-03-23
64749,42569,140,2024-02-03
64750,19038,20,2024-02-16
64751,15719,1,2024-12-16
64752,27797,142,2025-09-25
64753,36800,30,2025-10-05
64754,13049,178,2025-01-06
64755,4631,16,2025-07-16
64756,26138,7,2024-08-27
64757,5192,182,2025-03-09
64758,5275,143,2025-09-19
64759,6273,108,2024-03-06
64760,42163,84,2025-10-24
64761,7148,44,2024-01-18
64762,7787,121,2025-09-17
64763,8781,29,2025-12-07
64764,20847,13,2025-04-22
64765,44685,42,2025-04-06
64766,31126,48,2024-10-03
64767,17604,152,2024-08-12
64768,33027,198,2025-10-04
64769,7535,66,2025-09-14
64770,8592,118,2024-12-28
64771,6324,134,2024-07-04
64772,17251,162,2024-12-17
64773,13946,105,2024-02-28
64774,10062,12,2025-02-16
64775,8204,124,2024-11-30
64776,23316,138,2024-11-10
64777,36595,80,2025-04-20
64778,6914,25,2024-03-14
64779,28647,175,2025-06-06
64780,30951,174,2025-10-14
64781,44788,51,2025-06-15
64782,38696,144,2024-11-03
64783,5599,112,2025-12-28
64784,11198,101,2024-04-07
64785,807,110,2024-10-22
64786,43140,40,2024-05-03
64787,39909,134,2024-01-24
64788,31617,34,2024-10-10
64789,12676,144,2024-01-19
64790,25819,98,2024-07-24
64791,26240,145,2024-12-01
64792,22262,144,2024-11-21
64793,38965,176,2025-03-30
64794,4423,7,2025-01-02
64795,34565,180,2024-03-03
64796,32853,13,2025-04-11
64797,39096,45,2024-02-27
64798,22423,119,2024-01-07
64799,28455,76,2024-08-21
64800,9509,176,2025-07-02
64801,23419,74,2025-12-30
64802,22210,108,2024-03-18
64803,2219,127,2025-09-22
64804,34478,76,2025-01-01
64805,39897,94,2025-12-17
64806,19931,124,2025-06-19
64807,33305,99,2024-06-26
64808,22106,180,2025-01-09
64809,29836,88,2025-01-03
64810,33865,20,2025-08-29
64811,31795,76,2025-10-28
64812,32965,147,2025-01-11
64813,40105,45,2025-08-02
64814,32510,168,2025-05-29
64815,23311,146,2024-06-03
64816,14183,96,2025-08-11
64817,4785,160,2025-05-20
64818,32736,45,2025-10-01
64819,26130,102,2024-01-08
64820,12374,42,2024-12-22
64821,37182,82,2024-07-08
64822,34202,87,2024-06-30
64823,43981,190,2025-06-24
64824,43914,20,2024-07-26
64825,34683,1,2025-06-06
64826,24338,24,2025-05-06
64827,30865,179,2025-01-27
64828,13139,144,2025-02-26
64829,24235,118,2025-05-29
64830,36636,138,2025-04-29
64831,14063,143,2025-05-08
64832,15214,33,2025-05-10
64833,14085,169,2025-01-05
64834,24857,125,2025-12-19
64835,31167,113,2024-05-18
64836,22695,176,2024-11-30
64837,22072,45,2024-01-20
64838,17374,133,2024-12-09
64839,10207,13,2025-02-10
64840,11511,3,2024-11-13
64841,41694,144,2025-08-30
64842,32680,165,2025-11-12
64843,24108,81,2025-09-19
64844,37761,34,2025-03-08
64845,38176,34,2025-07-19
64846,4447,26,2025-10-05
64847,10344,32,2025-05-23
64848,8619,7,2024-01-27
64849,11236,35,2025-12-14
64850,43891,157,2024-11-22
64851,6020,84,2024-06-19
64852,24637,149,2024-04-13
64853,7323,150,2025-02-20
64854,12979,3,2025-12-15
64855,40675,8,2024-11-11
64856,6607,120,2025-10-25
64857,24176,114,2025-08-15
64858,9129,5,2024-01-14
64859,15994,183,2024-05-05
64860,22469,139,2025-08-26
64861,21190,78,2025-06-12
64862,2083,21,2025-09-12
64863,26436,197,2025-06-13
64864,33657,32,2025-01-20
64865,1796,50,2025-09-15
64866,23442,163,2025-04-01
64867,38365,53,2025-10-18
64868,22741,53,2025-12-11
64869,43528,94,2025-01-03
64870,18001,29,2024-02-20
64871,5742,83,2025-12-22
64872,33896,16,2024-06-11
64873,8799,158,2025-12-02
64874,31527,162,2025-06-28
64875,31803,33,2024-12-02
64876,37763,179,2025-04-25
64877,22971,169,2025-04-28
64878,448,159,2025-03-23
64879,43121,146,2024-12-14
64880,39565,164,2025-10-10
64881,16349,191,2025-06-24
64882,3478,3,2025-01-02
64883,21109,136,2025-02-14
64884,19918,82,2025-03-25
64885,36753,46,2025-07-07
64886,40514,38,2024-09-23
64887,23596,141,2024-03-21
64888,28786,115,2024-10-17
64889,14490,166,2025-10-19
64890,30314,140,2024-07-15
64891,31790,156,2025-11-17
64892,30354,185,2025-06-16
64893,15162,102,2024-05-07
64894,22239,143,2024-02-26
64895,6144,20,2024-03-14
64896,14230,90,2025-08-07
64897,14882,43,2024-10-07
64898,19673,172,2024-07-29
64899,19906,63,2024-08-14
64900,12478,88,2024-03-14
64901,10060,159,2025-07-28
64902,24596,40,2025-11-03
64903,30879,113,2025-02-08
64904,6562,10,2024-12-27
64905,8578,93,2025-08-17
64906,42832,194,2025-09-29
64907,19369,49,2024-07-25
64908,14751,79,2024-12-26
64909,32972,104,2025-08-26
64910,37697,48,2025-07-24
64911,6941,29,2024-12-08
64912,13634,74,2024-06-25
64913,7335,103,2024-04-20
64914,18242,152,2025-03-26
64915,21708,169,2025-12-20
64916,30800,62,2024-04-07
64917,35601,88,2025-09-11
64918,20770,14,2024-04-04
64919,21329,5,2025-07-27
64920,41341,113,2025-11-18
64921,31632,73,2024-09-27
64922,7882,104,2024-09-21
64923,9756,37,2025-11-25
64924,35057,145,2024-05-18
64925,26714,76,2024-08-24
64926,41995,13,2024-05-05
64927,36458,3,2025-03-22
64928,37160,64,2024-11-19
64929,27729,113,2025-05-28
64930,17190,146,2025-01-22
64931,35922,17,2025-08-24
64932,10578,38,2025-03-26
64933,9576,75,2025-06-04
64934,30252,180,2024-08-21
64935,35958,39,2024-05-27
64936,37734,40,2025-09-21
64937,19409,121,2025-07-05
64938,9020,152,2024-08-17
64939,13157,133,2025-01-31
64940,3555,29,2025-10-06
64941,11831,25,2024-05-28
64942,43975,58,2025-06-16
64943,23612,114,2024-09-13
64944,40848,66,2024-06-11
64945,26918,131,2025-02-25
64946,21103,99,2024-11-06
64947,19862,106,2025-10-13
64948,27135,18,2025-02-03
64949,1425,114,2025-09-02
64950,6114,21,2025-02-22
64951,28430,12,2025-05-17
64952,12392,123,2025-09-29
64953,11970,169,2024-05-17
64954,26330,143,2024-02-13
64955,28547,96,2025-06-02
64956,8332,178,2025-05-25
64957,23896,81,2024-01-03
64958,4650,181,2025-03-31
64959,14128,96,2024-12-31
64960,4255,38,2025-03-25
64961,11053,159,2024-08-19
64962,15611,110,2025-11-29
64963,26361,146,2025-01-09
64964,3252,65,2024-07-16
64965,18826,84,2024-03-04
64966,6124,86,2024-05-10
64967,43588,167,2025-11-25
64968,2520,103,2024-02-16
64969,15722,140,2024-02-12
64970,14573,11,2024-05-04
64971,42170,174,2024-09-19
64972,26297,101,2025-10-19
64973,7172,105,2024-02-14
64974,28927,91,2025-11-05
64975,16534,178,2024-09-15
64976,16159,152,2024-05-24
64977,35395,155,2025-01-17
64978,17771,198,2024-11-18
64979,41152,75,2024-01-17
64980,18785,33,2025-11-29
64981,4725,74,2025-07-07
64982,10941,46,2025-12-20
64983,12653,89,2024-08-16
64984,8476,92,2025-05-31
64985,21668,129,2025-05-28
64986,40981,119,2024-12-07
64987,18353,76,2024-04-06
64988,16311,14,2025-01-07
64989,39069,102,2025-12-25
64990,13936,45,2024-12-18
64991,19983,88,2025-03-20
64992,42302,124,2024-06-07
64993,3078,25,2024-06-06
64994,26173,61,2025-06-25
64995,38806,67,2024-11-02
64996,34259,182,2024-02-22
64997,29263,131,2025-05-03
64998,18917,162,2024-12-17
64999,10259,28,2025-07-14
65000,5544,146,2025-05-07
65001,41585,28,2024-08-05
65002,26970,8,2024-08-31
65003,35875,9,2025-03-11
65004,27252,46,2025-06-03
65005,37996,65,2025-03-15
65006,115,78,2024-12-11
65007,21063,197,2025-01-07
65008,25018,117,2025-04-02
65009,29561,26,2024-11-15
65010,26934,1,2024-01-18
65011,21246,109,2024-08-20
65012,24121,25,2025-10-17
65013,25126,191,2025-09-12
65014,36275,3,2024-10-26
65015,17339,187,2024-01-09
65016,18729,112,2025-11-24
65017,14590,167,2024-01-17
65018,17863,99,2024-04-23
65019,24282,126,2025-10-15
65020,32658,152,2024-06-18
65021,4689,105,2025-10-10
65022,1586,35,2025-04-22
65023,22462,137,2024-11-03
65024,17589,157,2025-10-17
65025,13606,154,2024-07-28
65026,22737,116,2024-10-15
65027,35007,35,2025-03-28
65028,15663,53,2025-12-20
65029,19554,5,2025-01-27
65030,4217,72,2024-08-26
65031,6793,3,2024-03-25
65032,33604,162,2025-08-01
65033,14987,91,2025-07-19
65034,13048,78,2024-12-30
65035,36149,37,2025-10-15
65036,23096,129,2024-08-27
65037,2644,116,2024-07-26
65038,24923,195,2024-10-16
65039,40516,86,2024-04-10
65040,16850,58,2024-06-13
65041,38553,82,2024-03-05
65042,13052,8,2025-05-01
65043,5247,40,2025-06-15
65044,13004,82,2025-09-21
65045,2223,68,2025-11-10
65046,32461,11,2025-01-27
65047,29634,173,2024-10-17
65048,32356,178,2024-10-24
65049,23532,68,2025-05-05
65050,20398,139,2025-06-23
65051,28459,112,2025-12-09
65052,31898,27,2025-10-24
65053,7235,36,2024-12-06
65054,3188,189,2024-11-20
65055,39496,94,2024-12-27
65056,806,59,2024-03-03
65057,23343,91,2024-03-08
65058,44692,8,2025-01-24
65059,20024,182,2025-05-23
65060,28196,176,2025-07-28
65061,22663,70,2024-08-21
65062,28161,187,2025-12-01
65063,30290,128,2025-07-15
65064,20476,141,2025-10-12
65065,41090,97,2025-06-24
65066,11896,24,2024-03-18
65067,17419,191,2024-04-02
65068,24123,175,2025-10-09
65069,32849,38,2025-08-18
65070,26999,123,2025-12-02
65071,12184,186,2024-02-12
65072,38070,137,2024-09-16
65073,13418,48,2025-09-28
65074,41570,125,2024-04-17
65075,33474,56,2024-07-08
65076,4114,154,2025-07-31
65077,10725,100,2024-12-17
65078,37167,172,2024-12-01
65079,33945,24,2025-03-04
65080,27201,112,2025-09-21
65081,39695,49,2024-12-11
65082,13374,84,2025-03-22
65083,9577,173,2024-09-24
65084,26409,128,2025-03-26
65085,17966,163,2024-01-02
65086,37224,57,2025-06-17
65087,21209,132,2025-03-22
65088,41781,16,2025-07-18
65089,42186,9,2025-08-18
65090,30271,50,2024-03-07
65091,41074,169,2025-10-23
65092,29128,102,2025-06-03
65093,40278,139,2024-11-25
65094,18598,69,2025-08-31
65095,23683,79,2024-06-23
65096,18823,48,2024-02-25
65097,25862,20,2024-07-25
65098,9932,40,2024-10-08
65099,30723,80,2025-05-26
65100,10449,156,2024-05-03
65101,13810,49,2024-09-13
65102,24010,178,2025-12-18
65103,7732,90,2024-06-04
65104,40772,79,2024-01-28
65105,15782,156,2025-06-15
65106,27856,39,2024-10-09
65107,16570,141,2025-12-13
65108,32927,50,2025-12-20
65109,43176,65,2024-04-15
65110,9520,90,2024-05-10
65111,19814,6,2024-01-19
65112,30558,119,2024-05-28
65113,42778,166,2025-06-02
65114,26437,104,2025-10-07
65115,6450,179,2024-06-05
65116,14061,152,2025-06-22
65117,28466,45,2024-10-20
65118,24946,177,2024-10-03
65119,12679,6,2024-06-03
65120,31610,195,2025-06-20
65121,23710,74,2024-10-04
65122,42788,18,2024-06-15
65123,31111,110,2025-01-18
65124,5115,87,2025-02-25
65125,10567,86,2024-11-06
65126,33940,109,2024-07-06
65127,44921,42,2025-03-25
65128,42005,54,2024-08-21
65129,35834,131,2025-09-13
65130,24758,36,2024-11-05
65131,39427,187,2025-06-20
65132,44597,26,2025-08-26
65133,32674,5,2025-06-04
65134,8763,192,2024-11-18
65135,10699,130,2024-05-20
65136,34265,189,2024-01-16
